time_s,step_id,self_bias_V,plasma_potential_V,total_absorbed_power_W,electron_density_m3,mean_electron_energy_eV,port_source_rf_absorbed_power_W,port_source_rf_frequency_Hz,port_source_rf_delivered_power_W,port_source_rf_coupling_efficiency,port_source_rf_voltage_rms_V,port_source_rf_current_rms_A,port_source_rf_effective_impedance_ohm,port_source_rf_self_bias_V,port_source_rf_reduced_field_Td,port_source_rf_waveform_multiplier,port_wafer_bias_absorbed_power_W,port_wafer_bias_frequency_Hz,port_wafer_bias_delivered_power_W,port_wafer_bias_coupling_efficiency,port_wafer_bias_voltage_rms_V,port_wafer_bias_current_rms_A,port_wafer_bias_effective_impedance_ohm,port_wafer_bias_self_bias_V,port_wafer_bias_reduced_field_Td,port_wafer_bias_waveform_multiplier,ne_source_m3,mean_energy_source_eV,pabs_source_W,Tg_source_K,pressure_source_Pa,total_density_source_m3,electronegativity_source,residence_time_source_s,debye_length_source_m,EoverN_source_Td,ion_loss_family_source,ion_loss_area_source_m2,ion_loss_h_factor_source,ion_loss_characteristic_length_source_m,ambipolar_loss_rate_source_s,warning_high_electronegativity_source,warning_ion_ion_afterglow_source,warning_pressure_deviation_source,warning_debye_ratio_source,ne_process_m3,mean_energy_process_eV,pabs_process_W,Tg_process_K,pressure_process_Pa,total_density_process_m3,electronegativity_process,residence_time_process_s,debye_length_process_m,EoverN_process_Td,ion_loss_family_process,ion_loss_area_process_m2,ion_loss_h_factor_process,ion_loss_characteristic_length_process_m,ambipolar_loss_rate_process_s,warning_high_electronegativity_process,warning_ion_ion_afterglow_process,warning_pressure_deviation_process,warning_debye_ratio_process,site_fill_wafer,occupied_site_fraction_wafer,free_site_fraction_wafer,warning_site_overfill_wafer,warning_site_depletion_wafer,radical_incident_flux_wafer_m2_s,halogen_atom_flux_wafer_m2_s,carbon_atom_flux_wafer_m2_s,oxygen_atom_flux_wafer_m2_s,radical_to_ion_flux_ratio_wafer,halogen_to_C_radical_flux_ratio_wafer,F_to_C_radical_flux_ratio_wafer,etch_deposition_balance_wafer,net_total_flux_wafer_m2_s,site_fill_grounded_wall,occupied_site_fraction_grounded_wall,free_site_fraction_grounded_wall,warning_site_overfill_grounded_wall,warning_site_depletion_grounded_wall,radical_incident_flux_grounded_wall_m2_s,halogen_atom_flux_grounded_wall_m2_s,carbon_atom_flux_grounded_wall_m2_s,oxygen_atom_flux_grounded_wall_m2_s,radical_to_ion_flux_ratio_grounded_wall,halogen_to_C_radical_flux_ratio_grounded_wall,F_to_C_radical_flux_ratio_grounded_wall,etch_deposition_balance_grounded_wall,net_total_flux_grounded_wall_m2_s,site_fill_source_wall,occupied_site_fraction_source_wall,free_site_fraction_source_wall,warning_site_overfill_source_wall,warning_site_depletion_source_wall,radical_incident_flux_source_wall_m2_s,halogen_atom_flux_source_wall_m2_s,carbon_atom_flux_source_wall_m2_s,oxygen_atom_flux_source_wall_m2_s,radical_to_ion_flux_ratio_source_wall,halogen_to_C_radical_flux_ratio_source_wall,F_to_C_radical_flux_ratio_source_wall,etch_deposition_balance_source_wall,net_total_flux_source_wall_m2_s,film_wafer_m,film_grounded_wall_m,film_source_wall_m
0.0,ignition,-21.213203435596427,2.121320343559643,276.875,1000000000000.0,3.0,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,1000000000000.0,3.0,275.0,350.0,8.000000004832271,1.6555361189519816e+21,0.0,0.33333333333333337,0.012875965235341126,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,1,1000000000000.0,3.0,1.875,340.0,8.000000004694206,1.704228357715275e+21,0.0,1.0,0.012875965235341126,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,1,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4285714285714287e-05,ignition,-21.213203435596427,2.121320343559643,276.875,1.8084577415670164e+16,1.8701238330599497,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,7.1837212517898904e+16,1.870201867744899,275.0,350.0,7.999902009878059,1.6555158396787223e+21,0.0,0.33333333333333337,3.793050939537981e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,167032381593918.66,1.85893679217403,1.875,340.0,7.999996610082005,1.7042276345659785e+21,0.0,1.0,0.0007842438883256352,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8571428571428574e-05,ignition,-21.213203435596427,2.121320343559643,276.875,3.0033230285298804e+16,1.7777842617091923,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,1.1928818495725797e+17,1.7778783904584088,275.0,350.0,7.999714398038211,1.6554770149065944e+21,0.0,0.33333333333333337,2.869931152209512e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,281578727979083.7,1.7644920080329987,1.875,340.0,7.999993030836069,1.704226872084426e+21,0.0,1.0,0.0005884764593159063,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.285714285714286e-05,ignition,-21.213203435596427,2.121320343559643,276.875,3.838008788202462e+16,1.7325481829909606,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,1.524252915521629e+17,1.732638531274563,275.0,350.0,7.999467410484572,1.6554259028046274e+21,0.0,0.33333333333333337,2.506366833818785e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,365019991978528.1,1.719972284161728,1.875,340.0,7.999989322317436,1.704226082064099e+21,0.0,1.0,0.0005102952981980441,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.714285714285715e-05,ignition,-21.213203435596427,2.121320343559643,276.875,4.42823972135654e+16,1.7108541226116132,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,1.7585078977646893e+17,1.7109447972893614,275.0,350.0,7.9991790546547135,1.6553662298682334e+21,0.0,0.33333333333333337,2.3188091490465366e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,426266359264227.06,1.6983852258383163,1.875,340.0,7.999985518284199,1.7042252716964352e+21,0.0,1.0,0.00046924185164881204,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.142857142857143e-05,ignition,-21.213203435596427,2.121320343559643,276.875,4.845651372664549e+16,1.6987035048365113,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,1.9241240597490803e+17,1.6987963587973176,275.0,350.0,7.998861468128226,1.6553005078725866e+21,0.0,0.33333333333333337,2.2088859546881587e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,471216310557971.2,1.6860651095442558,1.875,340.0,7.999981642706576,1.7042244460877746e+21,0.0,1.0,0.00044467855066466534,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.571428571428573e-05,ignition,-21.213203435596427,2.121320343559643,276.875,5.1409101527533496e+16,1.6912601817569881,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,2.0412219896901395e+17,1.6913981296603848,275.0,350.0,7.998523224730989,1.6552305111024885e+21,0.0,0.33333333333333337,2.139917212191035e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,504735713706679.94,1.6726641597069984,1.875,340.0,7.999977713517692,1.7042236090583852e+21,0.0,1.0,0.0004279485173686602,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0001,ignition,-21.213203435596427,2.121320343559643,276.875,5.3497819876941e+16,1.686490257468336,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,2.1240124874260278e+17,1.6866612967597545,275.0,350.0,7.998170379398356,1.6551574925784604e+21,0.0,0.33333333333333337,2.094857929104937e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,530010255053733.2,1.6636422976192413,1.875,340.0,7.999973743228304,1.7042227632734153e+21,0.0,1.0,0.00041649233052151366,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0001142857142857143,ignition,-21.213203435596427,2.121320343559643,276.875,5.499408125556782e+16,1.6813072352923224,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,2.183291359870131e+17,1.6814876788954087,275.0,350.0,7.997807270035375,1.6550823499953128e+21,0.0,0.33333333333333337,2.0630519526932773e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,549063011752736.56,1.6573900678555815,1.875,340.0,7.999969740620973,1.704221910603801e+21,0.0,1.0,0.0004084326385993531,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00012857142857142858,ignition,-21.213203435596427,2.121320343559643,276.875,5.608241091337027e+16,1.6774774978286129,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,2.2263937403279037e+17,1.6776636557196196,275.0,350.0,7.99743687536033,1.6550056997750086e+21,0.0,0.33333333333333337,2.0406598981131277e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,563423206896911.0,1.6529571042667366,1.875,340.0,7.999965712325894,1.7042210524619633e+21,0.0,1.0,0.0004026545343958209,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
