energy_eV,sigma_m2
1.40700000e+01,0.00000000e+00
1.43747120e+01,1.37601600e-22
1.46860230e+01,1.89270700e-22
1.50040760e+01,2.23268000e-22
1.53290170e+01,2.47276300e-22
1.56609960e+01,2.64531700e-22
1.60001640e+01,2.76823800e-22
1.63466770e+01,2.85291900e-22
1.67006950e+01,2.90726900e-22
1.70623790e+01,2.93710800e-22
1.74318970e+01,2.94689500e-22
1.78094170e+01,2.94015400e-22
1.81951130e+01,2.91973200e-22
1.85891620e+01,2.88797100e-22
1.89917450e+01,2.84682100e-22
1.94030460e+01,2.79792800e-22
1.98232550e+01,2.74268600e-22
2.02525650e+01,2.68228800e-22
2.06911720e+01,2.61775800e-22
2.11392770e+01,2.54998000e-22
2.15970880e+01,2.47971700e-22
2.20648130e+01,2.40762800e-22
2.25426670e+01,2.33428700e-22
2.30308710e+01,2.26018800e-22
2.35296470e+01,2.18576100e-22
2.40392250e+01,2.11137700e-22
2.45598390e+01,2.03735600e-22
2.50917280e+01,1.96397200e-22
2.56351360e+01,1.89146000e-22
2.61903130e+01,1.82002100e-22
2.67575130e+01,1.74982400e-22
2.73369960e+01,1.68101100e-22
2.79290300e+01,1.61369900e-22
2.85338850e+01,1.54798400e-22
2.91518390e+01,1.48394400e-22
2.97831760e+01,1.42163700e-22
3.04281870e+01,1.36111000e-22
3.10871650e+01,1.30239400e-22
3.17604160e+01,1.24551000e-22
3.24482470e+01,1.19046800e-22
3.31509740e+01,1.13727000e-22
3.38689200e+01,1.08590700e-22
3.46024140e+01,1.03636900e-22
3.53517940e+01,9.88633900e-23
3.61174020e+01,9.42678800e-23
3.68995920e+01,8.98474700e-23
3.76987210e+01,8.55989100e-23
3.85151570e+01,8.15186700e-23
3.93492740e+01,7.76029200e-23
4.02014560e+01,7.38476700e-23
4.10720930e+01,7.02487000e-23
4.19615860e+01,6.68017300e-23
4.28703420e+01,6.35023200e-23
4.37987790e+01,6.03460000e-23
4.47473230e+01,5.73282600e-23
4.57164090e+01,5.44445500e-23
4.67064830e+01,5.16903400e-23
4.77179990e+01,4.90611200e-23
4.87514210e+01,4.65524200e-23
4.98072230e+01,4.41598000e-23
5.08858910e+01,4.18789200e-23
5.19879200e+01,3.97054900e-23
5.31138150e+01,3.76353000e-23
5.42640930e+01,3.56642300e-23
5.54392830e+01,3.37882600e-23
5.66399240e+01,3.20034700e-23
5.78665660e+01,3.03060500e-23
5.91197740e+01,2.86922800e-23
6.04001230e+01,2.71585500e-23
6.17082000e+01,2.57013900e-23
6.30446060e+01,2.43174100e-23
6.44099540e+01,2.30033400e-23
6.58048710e+01,2.17560300e-23
6.72299980e+01,2.05724200e-23
6.86859880e+01,1.94495900e-23
7.01735110e+01,1.83847000e-23
7.16932490e+01,1.73750400e-23
7.32458990e+01,1.64179900e-23
7.48321750e+01,1.55110300e-23
7.64528050e+01,1.46517700e-23
7.81085330e+01,1.38378800e-23
7.98001180e+01,1.30671600e-23
8.15283380e+01,1.23374600e-23
8.32939860e+01,1.16467700e-23
8.50978720e+01,1.09931500e-23
8.69408240e+01,1.03747200e-23
8.88236900e+01,9.78971300e-24
9.07473320e+01,9.23643800e-24
9.27126340e+01,8.71327100e-24
9.47204980e+01,8.21866800e-24
9.67718470e+01,7.75115500e-24
9.88676210e+01,7.30932800e-24
1.01008783e+02,6.89185000e-24
1.03196316e+02,6.49744500e-24
1.05431224e+02,6.12490100e-24
1.07714533e+02,5.77306300e-24
1.10047291e+02,5.44083300e-24
1.12430570e+02,5.12716600e-24
1.14865463e+02,4.83107200e-24
1.17353088e+02,4.55160500e-24
1.19894587e+02,4.28787100e-24
1.22491127e+02,4.03901900e-24
1.25143900e+02,3.80424100e-24
1.27854124e+02,3.58277100e-24
1.30623043e+02,3.37388200e-24
1.33451927e+02,3.17688400e-24
1.36342077e+02,2.99112500e-24
1.39294818e+02,2.81598300e-24
1.42311506e+02,2.65087200e-24
1.45393526e+02,2.49523600e-24
1.48542293e+02,2.34854700e-24
1.51759253e+02,2.21030700e-24
1.55045881e+02,2.08004200e-24
1.58403688e+02,1.95730700e-24
1.61834214e+02,1.84167700e-24
1.65339035e+02,1.73275200e-24
1.68919759e+02,1.63015400e-24
1.72578030e+02,1.53352500e-24
1.76315528e+02,1.44252500e-24
1.80133969e+02,1.35683500e-24
1.84035104e+02,1.27615300e-24
1.88020727e+02,1.20019200e-24
1.92092665e+02,1.12868200e-24
1.96252788e+02,1.06136900e-24
2.00503007e+02,9.98010400e-25
2.04845273e+02,9.38379500e-25
2.09281578e+02,8.82261200e-25
2.13813959e+02,8.29452800e-25
2.18444498e+02,7.79762800e-25
2.23175319e+02,7.33010400e-25
2.28008596e+02,6.89025200e-25
2.32946546e+02,6.47646300e-25
2.37991436e+02,6.08722000e-25
2.43145583e+02,5.72109100e-25
2.48411352e+02,5.37672600e-25
2.53791162e+02,5.05285200e-25
2.59287481e+02,4.74827000e-25
2.64902833e+02,4.46184800e-25
2.70639796e+02,4.19251900e-25
2.76501004e+02,3.93927900e-25
2.82489147e+02,3.70117900e-25
2.88606975e+02,3.47732800e-25
2.94857295e+02,3.26688400e-25
3.01242978e+02,3.06905500e-25
3.07766954e+02,2.88309500e-25
3.14432220e+02,2.70830000e-25
3.21241834e+02,2.54400900e-25
3.28198923e+02,2.38959800e-25
3.35306680e+02,2.24447900e-25
3.42568370e+02,2.10810100e-25
3.49987324e+02,1.97994200e-25
3.57566950e+02,1.85951300e-25
3.65310727e+02,1.74635200e-25
3.73222210e+02,1.64002600e-25
3.81305030e+02,1.54012500e-25
3.89562899e+02,1.44626600e-25
3.97999608e+02,1.35808700e-25
4.06619029e+02,1.27524700e-25
4.15425120e+02,1.19742500e-25
4.24421923e+02,1.12432200e-25
4.33613568e+02,1.05565300e-25
4.43004276e+02,9.91150800e-26
4.52598357e+02,9.30565900e-26
4.62400215e+02,8.73662000e-26
4.72414351e+02,8.20217200e-26
4.82645362e+02,7.70022900e-26
4.93097944e+02,7.22883100e-26
5.03776897e+02,6.78613100e-26
5.14687122e+02,6.37039700e-26
5.25833628e+02,5.97999700e-26
5.37221532e+02,5.61339800e-26
5.48856063e+02,5.26916100e-26
5.60742561e+02,4.94592900e-26
5.72886483e+02,4.64243000e-26
5.85293405e+02,4.35746700e-26
