energy_eV,sigma_m2
1.30900000e+01,0.00000000e+00
1.33783410e+01,1.00417400e-28
1.36730330e+01,2.03015600e-26
1.39742170e+01,2.83885900e-25
1.42820350e+01,1.43303400e-24
1.45966340e+01,4.30570300e-24
1.49181630e+01,9.53556600e-24
1.52467740e+01,1.73590800e-23
1.55826230e+01,2.76423100e-23
1.59258710e+01,4.00035100e-23
1.62766790e+01,5.39405900e-23
1.66352150e+01,6.89272700e-23
1.70016480e+01,8.44727000e-23
1.73761530e+01,1.00152100e-22
1.77589080e+01,1.15617700e-22
1.81500940e+01,1.30597700e-22
1.85498960e+01,1.44889600e-22
1.89585050e+01,1.58350200e-22
1.93761150e+01,1.70885300e-22
1.98029240e+01,1.82440400e-22
2.02391350e+01,1.92992000e-22
2.06849540e+01,2.02540200e-22
2.11405930e+01,2.11103100e-22
2.16062690e+01,2.18711300e-22
2.20822030e+01,2.25404600e-22
2.25686210e+01,2.31228800e-22
2.30657530e+01,2.36233200e-22
2.35738350e+01,2.40468800e-22
2.40931100e+01,2.43987100e-22
2.46238230e+01,2.46839300e-22
2.51662260e+01,2.49075000e-22
2.57205770e+01,2.50742100e-22
2.62871390e+01,2.51886400e-22
2.68661810e+01,2.52551400e-22
2.74579780e+01,2.52778200e-22
2.80628110e+01,2.52605200e-22
2.86809660e+01,2.52068500e-22
2.93127390e+01,2.51201700e-22
2.99584270e+01,2.50036200e-22
3.06183390e+01,2.48601000e-22
3.12927870e+01,2.46922900e-22
3.19820910e+01,2.45026800e-22
3.26865790e+01,2.42935700e-22
3.34065850e+01,2.40670800e-22
3.41424510e+01,2.38251500e-22
3.48945270e+01,2.35695800e-22
3.56631690e+01,2.33020100e-22
3.64487420e+01,2.30239600e-22
3.72516200e+01,2.27368100e-22
3.80721830e+01,2.24418500e-22
3.89108200e+01,2.21402300e-22
3.97679320e+01,2.18330200e-22
4.06439230e+01,2.15212000e-22
4.15392100e+01,2.12056500e-22
4.24542180e+01,2.08872000e-22
4.33893820e+01,2.05665800e-22
4.43451450e+01,2.02444600e-22
4.53219610e+01,1.99214700e-22
4.63202940e+01,1.95981600e-22
4.73406180e+01,1.92750300e-22
4.83834170e+01,1.89525600e-22
4.94491870e+01,1.86311500e-22
5.05384320e+01,1.83111800e-22
5.16516720e+01,1.79929900e-22
5.27894330e+01,1.76768800e-22
5.39522560e+01,1.73631400e-22
5.51406940e+01,1.70520000e-22
5.63553100e+01,1.67436800e-22
5.75966810e+01,1.64383900e-22
5.88653960e+01,1.61362900e-22
6.01620580e+01,1.58375300e-22
6.14872830e+01,1.55422500e-22
6.28416990e+01,1.52505600e-22
6.42259490e+01,1.49625700e-22
6.56406910e+01,1.46783700e-22
6.70865970e+01,1.43980200e-22
6.85643520e+01,1.41215800e-22
7.00746580e+01,1.38491100e-22
7.16182330e+01,1.35806500e-22
7.31958100e+01,1.33162300e-22
7.48081360e+01,1.30558600e-22
7.64559780e+01,1.27995700e-22
7.81401180e+01,1.25473600e-22
7.98613560e+01,1.22992300e-22
8.16205080e+01,1.20551700e-22
8.34184100e+01,1.18151800e-22
8.52559160e+01,1.15792400e-22
8.71338970e+01,1.13473400e-22
8.90532460e+01,1.11194400e-22
9.10148730e+01,1.08955200e-22
9.30197100e+01,1.06755500e-22
9.50687090e+01,1.04595000e-22
9.71628430e+01,1.02473200e-22
9.93031050e+01,1.00390000e-22
1.01490512e+02,9.83447300e-23
1.03726102e+02,9.63371000e-23
1.06010937e+02,9.43666500e-23
1.08346101e+02,9.24329300e-23
1.10732703e+02,9.05354800e-23
1.13171876e+02,8.86738300e-23
1.15664779e+02,8.68474900e-23
1.18212593e+02,8.50559900e-23
1.20816531e+02,8.32988200e-23
1.23477826e+02,8.15755000e-23
1.26197744e+02,7.98855000e-23
1.28977574e+02,7.82283400e-23
1.31818638e+02,7.66035100e-23
1.34722283e+02,7.50104900e-23
1.37689889e+02,7.34487800e-23
1.40722864e+02,7.19178700e-23
1.43822648e+02,7.04172500e-23
1.46990712e+02,6.89464200e-23
1.50228562e+02,6.75048800e-23
1.53537733e+02,6.60921200e-23
1.56919797e+02,6.47076600e-23
1.60376360e+02,6.33509900e-23
1.63909063e+02,6.20216300e-23
1.67519583e+02,6.07191000e-23
1.71209634e+02,5.94429000e-23
1.74980967e+02,5.81925800e-23
1.78835374e+02,5.69676500e-23
1.82774684e+02,5.57676500e-23
1.86800768e+02,5.45921200e-23
1.90915536e+02,5.34406100e-23
1.95120943e+02,5.23126700e-23
1.99418985e+02,5.12078600e-23
2.03811702e+02,5.01257400e-23
2.08301181e+02,4.90658700e-23
2.12889551e+02,4.80278400e-23
2.17578992e+02,4.70112300e-23
2.22371731e+02,4.60156200e-23
2.27270041e+02,4.50406000e-23
2.32276250e+02,4.40857800e-23
2.37392733e+02,4.31507700e-23
2.42621920e+02,4.22351700e-23
2.47966293e+02,4.13386100e-23
2.53428390e+02,4.04607100e-23
2.59010804e+02,3.96011000e-23
2.64716185e+02,3.87594200e-23
2.70547241e+02,3.79353100e-23
2.76506742e+02,3.71284300e-23
2.82597515e+02,3.63384200e-23
2.88822454e+02,3.55649500e-23
2.95184513e+02,3.48076900e-23
3.01686713e+02,3.40663100e-23
3.08332141e+02,3.33404900e-23
3.15123951e+02,3.26299200e-23
3.22065369e+02,3.19342800e-23
3.29159689e+02,3.12532800e-23
3.36410280e+02,3.05866100e-23
3.43820583e+02,2.99339800e-23
3.51394118e+02,2.92951100e-23
3.59134479e+02,2.86697200e-23
3.67045342e+02,2.80575300e-23
3.75130462e+02,2.74582600e-23
3.83393678e+02,2.68716500e-23
3.91838912e+02,2.62974500e-23
4.00470174e+02,2.57353900e-23
4.09291562e+02,2.51852300e-23
4.18307264e+02,2.46467200e-23
4.27521560e+02,2.41196100e-23
4.36938825e+02,2.36036800e-23
4.46563529e+02,2.30986800e-23
4.56400242e+02,2.26044000e-23
4.66453634e+02,2.21206100e-23
4.76728477e+02,2.16470900e-23
4.87229651e+02,2.11836200e-23
4.97962140e+02,2.07300100e-23
5.08931040e+02,2.02860300e-23
5.20141559e+02,1.98515000e-23
5.31599017e+02,1.94262100e-23
5.43308856e+02,1.90099700e-23
5.55276635e+02,1.86025900e-23
5.67508034e+02,1.82038800e-23
5.80008862e+02,1.78136600e-23
5.92785052e+02,1.74317600e-23
6.05842671e+02,1.70580000e-23
6.19187918e+02,1.66922100e-23
6.32827128e+02,1.63342100e-23
6.46766777e+02,1.59838600e-23
6.61013483e+02,1.56409700e-23
6.75574009e+02,1.53054100e-23
6.90455268e+02,1.49770100e-23
7.05664326e+02,1.46556200e-23
7.21208402e+02,1.43410900e-23
7.37094876e+02,1.40332800e-23
7.53331291e+02,1.37320500e-23
7.69925355e+02,1.34372600e-23
7.86884946e+02,1.31487700e-23
8.04218115e+02,1.28664500e-23
8.21933093e+02,1.25901600e-23
8.40038288e+02,1.23197800e-23
8.58542297e+02,1.20551900e-23
8.77453905e+02,1.17962600e-23
8.96782089e+02,1.15428700e-23
9.16536027e+02,1.12949000e-23
9.36725096e+02,1.10522400e-23
9.57358881e+02,1.08147800e-23
9.78447178e+02,1.05824000e-23
1.00000000e+03,1.03550000e-23
