energy_eV,sigma_m2
1.30800000e+01,0.00000000e+00
1.33681720e+01,2.08725200e-22
1.36626930e+01,2.76746600e-22
1.39637030e+01,3.17963800e-22
1.42713440e+01,3.44630000e-22
1.45857630e+01,3.61882400e-22
1.49071090e+01,3.72534500e-22
1.52355350e+01,3.78348300e-22
1.55711970e+01,3.80518800e-22
1.59142540e+01,3.79900000e-22
1.62648690e+01,3.77124200e-22
1.66232090e+01,3.72672000e-22
1.69894430e+01,3.66915400e-22
1.73637460e+01,3.60147000e-22
1.77462950e+01,3.52599000e-22
1.81372730e+01,3.44457700e-22
1.85368640e+01,3.35873400e-22
1.89452590e+01,3.26968100e-22
1.93626520e+01,3.17841200e-22
1.97892400e+01,3.08574000e-22
2.02252270e+01,2.99233400e-22
2.06708190e+01,2.89874100e-22
2.11262280e+01,2.80541400e-22
2.15916710e+01,2.71272300e-22
2.20673680e+01,2.62097400e-22
2.25535450e+01,2.53041800e-22
2.30504330e+01,2.44126200e-22
2.35582690e+01,2.35367300e-22
2.40772930e+01,2.26778700e-22
2.46077520e+01,2.18371400e-22
2.51498980e+01,2.10154000e-22
2.57039880e+01,2.02133400e-22
2.62702850e+01,1.94314600e-22
2.68490590e+01,1.86701500e-22
2.74405840e+01,1.79296600e-22
2.80451420e+01,1.72101300e-22
2.86630180e+01,1.65116400e-22
2.92945080e+01,1.58341700e-22
2.99399100e+01,1.51776500e-22
3.05995310e+01,1.45419200e-22
3.12736850e+01,1.39268100e-22
3.19626910e+01,1.33320900e-22
3.26668770e+01,1.27574800e-22
3.33865770e+01,1.22026900e-22
3.41221340e+01,1.16673800e-22
3.48738960e+01,1.11512000e-22
3.56422200e+01,1.06537800e-22
3.64274720e+01,1.01747200e-22
3.72300240e+01,9.71360700e-23
3.80502570e+01,9.27003200e-23
3.88885610e+01,8.84356200e-23
3.97453350e+01,8.43376000e-23
4.06209840e+01,8.04018300e-23
4.15159260e+01,7.66238400e-23
4.24305840e+01,7.29991400e-23
4.33653940e+01,6.95232300e-23
4.43207980e+01,6.61916200e-23
4.52972520e+01,6.29998200e-23
4.62952190e+01,5.99433900e-23
4.73151720e+01,5.70179200e-23
4.83575960e+01,5.42190200e-23
4.94229870e+01,5.15424000e-23
5.05118500e+01,4.89838000e-23
5.16247020e+01,4.65390400e-23
5.27620710e+01,4.42040000e-23
5.39244990e+01,4.19746500e-23
5.51125370e+01,3.98470500e-23
5.63267490e+01,3.78173300e-23
5.75677120e+01,3.58817200e-23
5.88360150e+01,3.40365300e-23
6.01322610e+01,3.22781800e-23
6.14570650e+01,3.06031700e-23
6.28110560e+01,2.90081100e-23
6.41948780e+01,2.74896900e-23
6.56091880e+01,2.60447200e-23
6.70546570e+01,2.46701000e-23
6.85319720e+01,2.33628000e-23
7.00418340e+01,2.21199400e-23
7.15849610e+01,2.09386900e-23
7.31620860e+01,1.98163400e-23
7.47739560e+01,1.87502700e-23
7.64213390e+01,1.77379400e-23
7.81050160e+01,1.67769300e-23
7.98257870e+01,1.58648800e-23
8.15844690e+01,1.49995300e-23
8.33818970e+01,1.41787100e-23
8.52189260e+01,1.34003300e-23
8.70964270e+01,1.26623900e-23
8.90152920e+01,1.19629600e-23
9.09764330e+01,1.13002000e-23
9.29807800e+01,1.06723300e-23
9.50292870e+01,1.00776500e-23
9.71229250e+01,9.51455000e-24
9.92626890e+01,8.98146300e-24
1.01449595e+02,8.47690400e-24
1.03684682e+02,7.99944900e-24
1.05969011e+02,7.54773900e-24
1.08303668e+02,7.12047400e-24
1.10689761e+02,6.71641500e-24
1.13128422e+02,6.33437600e-24
1.15620812e+02,5.97323000e-24
1.18168112e+02,5.63189800e-24
1.20771533e+02,5.30935500e-24
1.23432311e+02,5.00462100e-24
1.26151711e+02,4.71676700e-24
1.28931022e+02,4.44490400e-24
1.31771567e+02,4.18818800e-24
1.34674692e+02,3.94581800e-24
1.37641778e+02,3.71702800e-24
1.40674234e+02,3.50109400e-24
1.43773498e+02,3.29732500e-24
