energy_eV,sigma_m2
1.15500000e+01,0.00000000e+00
1.18118450e+01,9.19825000e-25
1.20796270e+01,1.11920100e-23
1.23534790e+01,4.09668500e-23
1.26335400e+01,9.26789600e-23
1.29199500e+01,1.62192300e-22
1.32128530e+01,2.42468600e-22
1.35123960e+01,3.26285600e-22
1.38187300e+01,4.07625200e-22
1.41320090e+01,4.82131300e-22
1.44523900e+01,5.47058100e-22
1.47800340e+01,6.01000100e-22
1.51151060e+01,6.43564300e-22
1.54577750e+01,6.75064900e-22
1.58082120e+01,6.96270700e-22
1.61665930e+01,7.08211700e-22
1.65331000e+01,7.12037700e-22
1.69079150e+01,7.08921900e-22
1.72912280e+01,6.99996700e-22
1.76832300e+01,6.86315800e-22
1.80841190e+01,6.68833100e-22
1.84940970e+01,6.48394200e-22
1.89133690e+01,6.25736000e-22
1.93421470e+01,6.01491300e-22
1.97806450e+01,5.76196300e-22
2.02290840e+01,5.50299900e-22
2.06876890e+01,5.24173200e-22
2.11566910e+01,4.98119100e-22
2.16363260e+01,4.72381500e-22
2.21268340e+01,4.47153400e-22
2.26284630e+01,4.22584600e-22
2.31414630e+01,3.98788400e-22
2.36660940e+01,3.75847800e-22
2.42026190e+01,3.53820200e-22
2.47513060e+01,3.32742100e-22
2.53124330e+01,3.12632900e-22
2.58862810e+01,2.93498200e-22
2.64731390e+01,2.75332300e-22
2.70733000e+01,2.58120800e-22
2.76870680e+01,2.41842700e-22
2.83147510e+01,2.26471300e-22
2.89566630e+01,2.11976500e-22
2.96131280e+01,1.98325100e-22
3.02844750e+01,1.85482200e-22
3.09710420e+01,1.73411800e-22
3.16731740e+01,1.62077300e-22
3.23912240e+01,1.51442300e-22
3.31255520e+01,1.41470700e-22
3.38765280e+01,1.32126800e-22
3.46445290e+01,1.23376100e-22
3.54299410e+01,1.15185100e-22
3.62331590e+01,1.07521400e-22
3.70545860e+01,1.00354000e-22
3.78946360e+01,9.36532700e-23
3.87537300e+01,8.73907700e-23
