energy_eV,sigma_m2
1.42410000e+01,0.00000000e+00
1.45485320e+01,2.52012200e-23
1.48627050e+01,3.52996800e-23
1.51836630e+01,4.21112700e-23
1.55115520e+01,4.70332000e-23
1.58465210e+01,5.06606500e-23
1.61887250e+01,5.33255600e-23
1.65383170e+01,5.52408300e-23
1.68954600e+01,5.65553000e-23
1.72603150e+01,5.73791800e-23
1.76330480e+01,5.77975500e-23
1.80138310e+01,5.78780200e-23
1.84028370e+01,5.76756100e-23
1.88002430e+01,5.72358700e-23
1.92062320e+01,5.65970000e-23
1.96209870e+01,5.57914000e-23
2.00446990e+01,5.48467900e-23
2.04775610e+01,5.37870100e-23
2.09197710e+01,5.26326900e-23
2.13715300e+01,5.14017400e-23
2.18330450e+01,5.01097700e-23
2.23045260e+01,4.87703900e-23
2.27861890e+01,4.73955000e-23
2.32782530e+01,4.59955000e-23
2.37809430e+01,4.45794800e-23
2.42944890e+01,4.31553600e-23
2.48191240e+01,4.17300700e-23
2.53550890e+01,4.03096200e-23
2.59026280e+01,3.88992300e-23
2.64619920e+01,3.75034100e-23
2.70334340e+01,3.61260300e-23
2.76172170e+01,3.47704100e-23
2.82136060e+01,3.34393600e-23
2.88228740e+01,3.21352400e-23
2.94453000e+01,3.08600000e-23
3.00811660e+01,2.96152500e-23
3.07307640e+01,2.84022900e-23
3.13943900e+01,2.72221000e-23
3.20723470e+01,2.60754400e-23
3.27649440e+01,2.49628500e-23
3.34724980e+01,2.38846300e-23
3.41953320e+01,2.28409600e-23
3.49337740e+01,2.18318200e-23
3.56881640e+01,2.08570700e-23
3.64588440e+01,1.99164700e-23
3.72461670e+01,1.90096400e-23
3.80504920e+01,1.81361400e-23
3.88721860e+01,1.72954300e-23
3.97116250e+01,1.64869400e-23
4.05691910e+01,1.57099900e-23
4.14452760e+01,1.49639100e-23
4.23402800e+01,1.42479400e-23
4.32546120e+01,1.35613300e-23
4.41886880e+01,1.29032900e-23
4.51429360e+01,1.22730000e-23
4.61177910e+01,1.16696400e-23
4.71136970e+01,1.10923900e-23
4.81311100e+01,1.05404100e-23
4.91704930e+01,1.00128600e-23
5.02323220e+01,9.50890900e-24
5.13170810e+01,9.02773800e-24
5.24252660e+01,8.56852500e-24
5.35573810e+01,8.13046400e-24
5.47139440e+01,7.71276000e-24
5.58954830e+01,7.31463300e-24
5.71025370e+01,6.93531800e-24
5.83356570e+01,6.57406700e-24
5.95954060e+01,6.23015000e-24
6.08823600e+01,5.90285400e-24
6.21971040e+01,5.59148700e-24
6.35402410e+01,5.29537600e-24
6.49123820e+01,5.01386700e-24
6.63141550e+01,4.74632700e-24
6.77461990e+01,4.49214200e-24
6.92091670e+01,4.25072100e-24
7.07037280e+01,4.02148900e-24
7.22305640e+01,3.80389500e-24
7.37903710e+01,3.59740600e-24
7.53838630e+01,3.40150800e-24
7.70117650e+01,3.21570700e-24
7.86748220e+01,3.03953000e-24
8.03737920e+01,2.87251900e-24
8.21094510e+01,2.71423600e-24
8.38825920e+01,2.56426200e-24
8.56940230e+01,2.42219200e-24
8.75445720e+01,2.28764100e-24
8.94350830e+01,2.16024000e-24
9.13664190e+01,2.03963300e-24
9.33394630e+01,1.92548300e-24
9.53551140e+01,1.81746600e-24
9.74142920e+01,1.71527400e-24
9.95179380e+01,1.61861000e-24
1.01667012e+02,1.52719300e-24
1.03862495e+02,1.44075500e-24
1.06105389e+02,1.35903800e-24
1.08396718e+02,1.28179900e-24
1.10737528e+02,1.20880500e-24
1.13128887e+02,1.13983400e-24
1.15571888e+02,1.07467500e-24
1.18067644e+02,1.01312700e-24
1.20617296e+02,9.54999600e-25
1.23222007e+02,9.00110600e-25
1.25882967e+02,8.48287300e-25
1.28601390e+02,7.99365700e-25
1.31378516e+02,7.53189900e-25
1.34215614e+02,7.09611800e-25
1.37113979e+02,6.68490800e-25
1.40074934e+02,6.29693600e-25
1.43099830e+02,5.93093600e-25
1.46190048e+02,5.58570700e-25
1.49346999e+02,5.26011100e-25
1.52572123e+02,4.95306800e-25
1.55866894e+02,4.66355500e-25
1.59232815e+02,4.39060300e-25
1.62671422e+02,4.13329300e-25
1.66184285e+02,3.89075700e-25
1.69773009e+02,3.66216900e-25
1.73439230e+02,3.44675200e-25
1.77184622e+02,3.24376600e-25
1.81010896e+02,3.05251400e-25
1.84919798e+02,2.87233500e-25
1.88913111e+02,2.70260400e-25
1.92992660e+02,2.54273100e-25
1.97160305e+02,2.39215700e-25
2.01417951e+02,2.25035400e-25
