energy_eV,sigma_m2
1.18300000e+01,0.00000000e+00
1.20967370e+01,9.90191300e-23
1.23694880e+01,2.12964500e-22
1.26483890e+01,3.25903900e-22
1.29335790e+01,4.34594400e-22
1.32251990e+01,5.37984300e-22
1.35233940e+01,6.35808900e-22
1.38283130e+01,7.28138100e-22
1.41401070e+01,8.15189900e-22
1.44589310e+01,8.97244200e-22
1.47849440e+01,9.74600600e-22
1.51183080e+01,1.04755700e-21
1.54591880e+01,1.11639700e-21
1.58077540e+01,1.18138900e-21
1.61641790e+01,1.24278100e-21
1.65286410e+01,1.30080100e-21
1.69013210e+01,1.35565800e-21
1.72824030e+01,1.40754300e-21
1.76720790e+01,1.45663300e-21
1.80705400e+01,1.50308700e-21
1.84779850e+01,1.54705200e-21
1.88946180e+01,1.58866200e-21
1.93206440e+01,1.62803900e-21
1.97562770e+01,1.66529800e-21
2.02017310e+01,1.70054200e-21
2.06572300e+01,1.73386600e-21
2.11229990e+01,1.76535900e-21
2.15992700e+01,1.79510300e-21
2.20862800e+01,1.82317400e-21
2.25842700e+01,1.84964100e-21
2.30934890e+01,1.87457000e-21
2.36141900e+01,1.89802200e-21
2.41466310e+01,1.92005400e-21
2.46910770e+01,1.94072000e-21
2.52477990e+01,1.96006900e-21
2.58170740e+01,1.97814800e-21
2.63991850e+01,1.99500200e-21
2.69944210e+01,2.01067200e-21
2.76030780e+01,2.02519800e-21
2.82254580e+01,2.03861800e-21
2.88618720e+01,2.05096700e-21
2.95126350e+01,2.06227900e-21
3.01780710e+01,2.07258600e-21
3.08585120e+01,2.08192000e-21
3.15542940e+01,2.09030900e-21
3.22657650e+01,2.09778300e-21
3.29932770e+01,2.10436800e-21
3.37371930e+01,2.11009100e-21
3.44978830e+01,2.11497700e-21
3.52757240e+01,2.11905000e-21
3.60711040e+01,2.12233400e-21
3.68844170e+01,2.12485300e-21
3.77160690e+01,2.12662800e-21
3.85664720e+01,2.12768000e-21
3.94360500e+01,2.12803200e-21
4.03252340e+01,2.12770300e-21
4.12344680e+01,2.12671300e-21
4.21642020e+01,2.12508200e-21
4.31149000e+01,2.12282800e-21
4.40870330e+01,2.11997100e-21
4.50810860e+01,2.11652800e-21
4.60975520e+01,2.11251800e-21
4.71369370e+01,2.10795700e-21
4.81997570e+01,2.10286300e-21
4.92865420e+01,2.09725200e-21
5.03978300e+01,2.09114100e-21
5.15341750e+01,2.08454600e-21
5.26961430e+01,2.07748400e-21
5.38843090e+01,2.06996800e-21
5.50992660e+01,2.06201500e-21
5.63416170e+01,2.05364000e-21
5.76119800e+01,2.04485700e-21
5.89109860e+01,2.03568200e-21
6.02392820e+01,2.02612700e-21
6.15975280e+01,2.01620700e-21
6.29863980e+01,2.00593700e-21
6.44065850e+01,1.99532800e-21
6.58587920e+01,1.98439500e-21
6.73437440e+01,1.97315100e-21
6.88621770e+01,1.96160900e-21
7.04148480e+01,1.94978000e-21
7.20025270e+01,1.93767800e-21
7.36260040e+01,1.92531400e-21
7.52860870e+01,1.91270100e-21
7.69836010e+01,1.89984900e-21
7.87193890e+01,1.88677100e-21
8.04943150e+01,1.87347800e-21
8.23092610e+01,1.85998000e-21
8.41651290e+01,1.84628900e-21
8.60628430e+01,1.83241500e-21
8.80033450e+01,1.81836800e-21
8.99876010e+01,1.80415800e-21
9.20165970e+01,1.78979600e-21
9.40913420e+01,1.77529100e-21
9.62128670e+01,1.76065200e-21
9.83822270e+01,1.74588900e-21
1.00600501e+02,1.73101100e-21
1.02868792e+02,1.71602600e-21
1.05188226e+02,1.70094400e-21
1.07559958e+02,1.68577200e-21
1.09985167e+02,1.67051900e-21
1.12465058e+02,1.65519200e-21
1.15000865e+02,1.63980100e-21
1.17593848e+02,1.62435100e-21
1.20245296e+02,1.60885100e-21
1.22956527e+02,1.59330800e-21
1.25728890e+02,1.57772900e-21
1.28563763e+02,1.56212000e-21
1.31462555e+02,1.54648800e-21
1.34426708e+02,1.53084000e-21
1.37457695e+02,1.51518200e-21
1.40557023e+02,1.49951900e-21
1.43726233e+02,1.48385800e-21
1.46966901e+02,1.46820500e-21
1.50280639e+02,1.45256500e-21
1.53669092e+02,1.43694200e-21
1.57133947e+02,1.42134300e-21
1.60676925e+02,1.40577200e-21
1.64299789e+02,1.39023500e-21
1.68004340e+02,1.37473500e-21
1.71792419e+02,1.35927700e-21
1.75665909e+02,1.34386600e-21
1.79626737e+02,1.32850600e-21
1.83676872e+02,1.31320000e-21
1.87818328e+02,1.29795300e-21
1.92053162e+02,1.28276900e-21
1.96383482e+02,1.26765000e-21
2.00811440e+02,1.25260000e-21
2.05339237e+02,1.23762300e-21
2.09969125e+02,1.22272200e-21
2.14703405e+02,1.20789900e-21
2.19544431e+02,1.19315800e-21
2.24494610e+02,1.17850100e-21
2.29556404e+02,1.16393100e-21
2.34732328e+02,1.14945000e-21
2.40024957e+02,1.13506200e-21
2.45436921e+02,1.12076700e-21
2.50970911e+02,1.10656900e-21
2.56629679e+02,1.09246800e-21
2.62416039e+02,1.07846800e-21
2.68332866e+02,1.06457000e-21
2.74383103e+02,1.05077600e-21
2.80569757e+02,1.03708700e-21
2.86895906e+02,1.02350500e-21
2.93364693e+02,1.01003100e-21
2.99979335e+02,9.96666200e-22
3.06743121e+02,9.83412500e-22
3.13659413e+02,9.70270800e-22
3.20731650e+02,9.57242100e-22
3.27963349e+02,9.44327400e-22
3.35358105e+02,9.31527600e-22
3.42919593e+02,9.18843400e-22
3.50651575e+02,9.06275700e-22
3.58557893e+02,8.93825200e-22
3.66642480e+02,8.81492300e-22
3.74909353e+02,8.69277700e-22
3.83362624e+02,8.57181800e-22
3.92006495e+02,8.45205000e-22
4.00845264e+02,8.33347700e-22
4.09883325e+02,8.21610000e-22
4.19125171e+02,8.09992300e-22
4.28575399e+02,7.98494700e-22
4.38238705e+02,7.87117300e-22
4.48119895e+02,7.75860100e-22
4.58223881e+02,7.64723200e-22
4.68555686e+02,7.53706400e-22
4.79120448e+02,7.42809800e-22
4.89923419e+02,7.32033100e-22
5.00969971e+02,7.21376200e-22
5.12265594e+02,7.10838900e-22
5.23815905e+02,7.00420800e-22
5.35626648e+02,6.90121700e-22
5.47703693e+02,6.79941200e-22
5.60053045e+02,6.69879000e-22
5.72680844e+02,6.59934600e-22
5.85593369e+02,6.50107600e-22
5.98797039e+02,6.40397500e-22
6.12298418e+02,6.30803800e-22
6.26104221e+02,6.21325900e-22
6.40221309e+02,6.11963300e-22
6.54656703e+02,6.02715500e-22
6.69417579e+02,5.93581700e-22
6.84511275e+02,5.84561300e-22
6.99945297e+02,5.75653700e-22
7.15727318e+02,5.66858200e-22
7.31865184e+02,5.58174100e-22
7.48366919e+02,5.49600600e-22
7.65240726e+02,5.41137100e-22
7.82494996e+02,5.32782700e-22
8.00138306e+02,5.24536600e-22
8.18179429e+02,5.16398200e-22
8.36627335e+02,5.08366500e-22
8.55491195e+02,5.00440700e-22
8.74780387e+02,4.92620100e-22
8.94504503e+02,4.84903700e-22
9.14673349e+02,4.77290800e-22
9.35296951e+02,4.69780400e-22
9.56385565e+02,4.62371600e-22
9.77949674e+02,4.55063700e-22
1.00000000e+03,4.47855600e-22
