energy_eV,sigma_m2
1.42100000e+01,0.00000000e+00
1.45170220e+01,5.58177400e-26
1.48306770e+01,9.60622800e-25
1.51511090e+01,4.47973900e-24
1.54784640e+01,1.22817700e-23
1.58128920e+01,2.52318900e-23
1.61545460e+01,4.32731200e-23
1.65035820e+01,6.56227400e-23
1.68601580e+01,9.10647500e-23
1.72244400e+01,1.18220300e-22
1.75965910e+01,1.45750000e-22
1.79767840e+01,1.72481400e-22
1.83651910e+01,1.97473300e-22
1.87619890e+01,2.20034100e-22
1.91673610e+01,2.39709700e-22
1.95814920e+01,2.56254000e-22
2.00045700e+01,2.69592600e-22
2.04367900e+01,2.79784500e-22
2.08783470e+01,2.86986500e-22
2.13294460e+01,2.91422300e-22
2.17902900e+01,2.93356500e-22
2.22610920e+01,2.93074300e-22
2.27420660e+01,2.90865800e-22
2.32334310e+01,2.87014400e-22
2.37354140e+01,2.81789000e-22
2.42482420e+01,2.75438900e-22
2.47721500e+01,2.68190800e-22
2.53073770e+01,2.60247400e-22
2.58541690e+01,2.51787800e-22
2.64127750e+01,2.42967500e-22
2.69834500e+01,2.33920600e-22
2.75664560e+01,2.24760700e-22
2.81620570e+01,2.15583300e-22
2.87705270e+01,2.06467400e-22
2.93921440e+01,1.97477600e-22
3.00271920e+01,1.88665700e-22
3.06759600e+01,1.80072400e-22
3.13387460e+01,1.71729000e-22
3.20158520e+01,1.63658600e-22
3.27075870e+01,1.55877700e-22
3.34142680e+01,1.48396800e-22
3.41362180e+01,1.41221800e-22
3.48737660e+01,1.34354500e-22
3.56272490e+01,1.27793600e-22
3.63970130e+01,1.21535300e-22
3.71834070e+01,1.15573800e-22
3.79867930e+01,1.09901500e-22
3.88075370e+01,1.04509700e-22
3.96460140e+01,9.93890400e-23
4.05026070e+01,9.45292800e-23
4.13777070e+01,8.99199000e-23
4.22717150e+01,8.55501700e-23
4.31850390e+01,8.14093100e-23
4.41180960e+01,7.74865800e-23
4.50713130e+01,7.37713900e-23
4.60451250e+01,7.02533800e-23
4.70399770e+01,6.69224800e-23
4.80563240e+01,6.37689200e-23
4.90946300e+01,6.07833000e-23
5.01553700e+01,5.79565900e-23
5.12390290e+01,5.52801400e-23
5.23461010e+01,5.27456800e-23
5.34770920e+01,5.03453500e-23
5.46325190e+01,4.80716600e-23
5.58129110e+01,4.59175100e-23
5.70188070e+01,4.38761800e-23
5.82507560e+01,4.19412800e-23
5.95093240e+01,4.01067900e-23
6.07950840e+01,3.83670200e-23
6.21086240e+01,3.67166100e-23
6.34505450e+01,3.51504800e-23
6.48214590e+01,3.36638700e-23
6.62219940e+01,3.22522600e-23
6.76527880e+01,3.09114400e-23
6.91144960e+01,2.96374100e-23
7.06077860e+01,2.84264300e-23
7.21333390e+01,2.72749500e-23
7.36918540e+01,2.61796700e-23
7.52840430e+01,2.51374500e-23
7.69106320e+01,2.41453600e-23
7.85723650e+01,2.32006400e-23
8.02700020e+01,2.23006900e-23
8.20043180e+01,2.14430700e-23
8.37761050e+01,2.06254700e-23
8.55861740e+01,1.98457400e-23
8.74353510e+01,1.91018300e-23
8.93244820e+01,1.83918500e-23
9.12544290e+01,1.77139800e-23
9.32260750e+01,1.70665300e-23
