energy_eV,sigma_m2
1.39800000e+01,0.00000000e+00
1.42832230e+01,1.46007500e-28
1.45930240e+01,1.90976500e-26
1.49095440e+01,2.25221700e-25
1.52329290e+01,1.05768600e-24
1.55633280e+01,3.10047700e-24
1.59008930e+01,6.87627300e-24
1.62457810e+01,1.27299300e-23
1.65981490e+01,2.08087900e-23
1.69581590e+01,3.10945800e-23
1.73259780e+01,4.34507700e-23
1.77017750e+01,5.76670900e-23
1.80857230e+01,7.34947800e-23
1.84779990e+01,9.06717600e-23
1.88787830e+01,1.08939500e-22
1.92882610e+01,1.28053300e-22
1.97066190e+01,1.47788000e-22
2.01340520e+01,1.67941000e-22
2.05707550e+01,1.88332300e-22
2.10169310e+01,2.08804600e-22
2.14727840e+01,2.29221500e-22
2.19385250e+01,2.49465900e-22
2.24143670e+01,2.69438300e-22
2.29005300e+01,2.89055000e-22
2.33972380e+01,3.08245900e-22
2.39047200e+01,3.26953300e-22
2.44232080e+01,3.45130100e-22
2.49529430e+01,3.62738500e-22
2.54941680e+01,3.79748800e-22
2.60471310e+01,3.96138500e-22
2.66120880e+01,4.11890800e-22
2.71892990e+01,4.26994200e-22
2.77790300e+01,4.41441900e-22
2.83815520e+01,4.55230700e-22
2.89971420e+01,4.68360600e-22
2.96260840e+01,4.80834500e-22
3.02686680e+01,4.92657800e-22
3.09251900e+01,5.03837500e-22
3.15959510e+01,5.14382700e-22
3.22812610e+01,5.24303600e-22
3.29814350e+01,5.33611500e-22
3.36967960e+01,5.42319000e-22
3.44276730e+01,5.50439000e-22
3.51744020e+01,5.57985500e-22
3.59373280e+01,5.64972500e-22
3.67168020e+01,5.71414600e-22
3.75131820e+01,5.77326800e-22
3.83268360e+01,5.82723900e-22
3.91581370e+01,5.87621100e-22
4.00074700e+01,5.92033400e-22
4.08752240e+01,5.95976100e-22
4.17617990e+01,5.99464000e-22
4.26676050e+01,6.02512200e-22
4.35930570e+01,6.05135300e-22
4.45385820e+01,6.07348000e-22
4.55046150e+01,6.09164700e-22
4.64916010e+01,6.10599500e-22
4.74999950e+01,6.11666300e-22
4.85302600e+01,6.12378900e-22
4.95828720e+01,6.12750600e-22
5.06583150e+01,6.12794600e-22
5.17570840e+01,6.12523800e-22
5.28796850e+01,6.11950700e-22
5.40266350e+01,6.11087700e-22
5.51984620e+01,6.09946700e-22
5.63957060e+01,6.08539500e-22
5.76189170e+01,6.06877400e-22
5.88686600e+01,6.04971700e-22
6.01455100e+01,6.02833100e-22
6.14500550e+01,6.00472200e-22
6.27828940e+01,5.97899300e-22
6.41446430e+01,5.95124300e-22
6.55359280e+01,5.92157000e-22
6.69573890e+01,5.89006800e-22
6.84096820e+01,5.85682900e-22
6.98934740e+01,5.82194100e-22
7.14094500e+01,5.78549000e-22
7.29583070e+01,5.74756100e-22
7.45407590e+01,5.70823500e-22
7.61575330e+01,5.66759000e-22
7.78093750e+01,5.62570200e-22
7.94970450e+01,5.58264500e-22
8.12213200e+01,5.53849100e-22
8.29829950e+01,5.49330800e-22
8.47828800e+01,5.44716500e-22
8.66218040e+01,5.40012400e-22
8.85006140e+01,5.35225000e-22
9.04201750e+01,5.30360200e-22
9.23813710e+01,5.25423900e-22
9.43851050e+01,5.20421800e-22
9.64322990e+01,5.15359200e-22
9.85238970e+01,5.10241400e-22
1.00660861e+02,5.05073500e-22
1.02844175e+02,4.99860300e-22
1.05074845e+02,4.94606700e-22
1.07353898e+02,4.89317000e-22
1.09682383e+02,4.83995800e-22
1.12061372e+02,4.78647100e-22
1.14491962e+02,4.73275100e-22
1.16975270e+02,4.67883500e-22
1.19512441e+02,4.62476200e-22
1.22104642e+02,4.57056800e-22
1.24753068e+02,4.51628600e-22
1.27458937e+02,4.46195100e-22
1.30223497e+02,4.40759300e-22
1.33048019e+02,4.35324200e-22
1.35933805e+02,4.29892900e-22
1.38882182e+02,4.24468100e-22
1.41894509e+02,4.19052500e-22
1.44972174e+02,4.13648500e-22
1.48116592e+02,4.08258700e-22
1.51329212e+02,4.02885400e-22
1.54611512e+02,3.97530700e-22
1.57965006e+02,3.92196900e-22
1.61391236e+02,3.86885800e-22
1.64891780e+02,3.81599400e-22
1.68468251e+02,3.76339600e-22
1.72122294e+02,3.71108000e-22
1.75855593e+02,3.65906400e-22
1.79669866e+02,3.60736100e-22
1.83566871e+02,3.55598800e-22
1.87548400e+02,3.50495700e-22
1.91616288e+02,3.45428300e-22
1.95772408e+02,3.40397600e-22
2.00018673e+02,3.35405000e-22
2.04357039e+02,3.30451400e-22
2.08789503e+02,3.25537900e-22
2.13318107e+02,3.20665400e-22
2.17944935e+02,3.15834900e-22
2.22672118e+02,3.11047100e-22
2.27501832e+02,3.06302800e-22
2.32436302e+02,3.01602700e-22
2.37477800e+02,2.96947500e-22
2.42628647e+02,2.92337700e-22
2.47891215e+02,2.87774000e-22
2.53267927e+02,2.83256800e-22
2.58761259e+02,2.78786500e-22
2.64373740e+02,2.74363600e-22
2.70107955e+02,2.69988500e-22
2.75966543e+02,2.65661300e-22
2.81952204e+02,2.61382500e-22
2.88067692e+02,2.57152200e-22
2.94315823e+02,2.52970600e-22
3.00699476e+02,2.48838000e-22
3.07221589e+02,2.44754400e-22
3.13885165e+02,2.40719900e-22
3.20693273e+02,2.36734600e-22
3.27649047e+02,2.32798500e-22
3.34755691e+02,2.28911600e-22
3.42016476e+02,2.25073900e-22
3.49434746e+02,2.21285400e-22
3.57013918e+02,2.17545900e-22
3.64757480e+02,2.13855300e-22
3.72668998e+02,2.10213600e-22
3.80752116e+02,2.06620500e-22
3.89010555e+02,2.03076000e-22
3.97448117e+02,1.99579700e-22
4.06068689e+02,1.96131500e-22
4.14876240e+02,1.92731300e-22
4.23874824e+02,1.89378600e-22
4.33068586e+02,1.86073300e-22
4.42461759e+02,1.82815000e-22
4.52058668e+02,1.79603600e-22
4.61863732e+02,1.76438600e-22
4.71881466e+02,1.73319900e-22
4.82116482e+02,1.70246900e-22
4.92573494e+02,1.67219400e-22
5.03257317e+02,1.64237100e-22
5.14172870e+02,1.61299500e-22
5.25325179e+02,1.58406300e-22
5.36719379e+02,1.55557200e-22
5.48360717e+02,1.52751700e-22
5.60254554e+02,1.49989400e-22
5.72406365e+02,1.47269900e-22
5.84821747e+02,1.44592800e-22
5.97506416e+02,1.41957700e-22
6.10466214e+02,1.39364200e-22
6.23707106e+02,1.36811800e-22
6.37235191e+02,1.34300200e-22
6.51056698e+02,1.31828800e-22
6.65177990e+02,1.29397200e-22
6.79605571e+02,1.27005100e-22
6.94346082e+02,1.24651900e-22
7.09406313e+02,1.22337200e-22
7.24793197e+02,1.20060500e-22
7.40513820e+02,1.17821400e-22
7.56575419e+02,1.15619500e-22
7.72985392e+02,1.13454300e-22
7.89751294e+02,1.11325300e-22
8.06880845e+02,1.09232100e-22
8.24381933e+02,1.07174200e-22
8.42262615e+02,1.05151200e-22
8.60531126e+02,1.03162600e-22
8.79195878e+02,1.01208000e-22
8.98265465e+02,9.92868500e-23
9.17748667e+02,9.73988100e-23
9.37654456e+02,9.55433900e-23
9.57991997e+02,9.37201400e-23
9.78770656e+02,9.19286100e-23
1.00000000e+03,9.01683600e-23
