energy_eV,sigma_m2
1.40600000e+01,0.00000000e+00
1.43645470e+01,2.00537100e-23
1.46756900e+01,7.58698700e-23
1.49935730e+01,1.44265700e-22
1.53183410e+01,2.08947500e-22
1.56501450e+01,2.62284900e-22
1.59891350e+01,3.02013400e-22
1.63354670e+01,3.28644400e-22
1.66893020e+01,3.43902100e-22
1.70508010e+01,3.49877000e-22
1.74201300e+01,3.48606700e-22
1.77974590e+01,3.41893200e-22
1.81829610e+01,3.31246000e-22
1.85768130e+01,3.17885100e-22
1.89791960e+01,3.02771500e-22
1.93902950e+01,2.86646600e-22
1.98102990e+01,2.70071600e-22
2.02394000e+01,2.53463000e-22
2.06777960e+01,2.37123400e-22
2.11256870e+01,2.21266400e-22
2.15832800e+01,2.06037400e-22
2.20507850e+01,1.91529600e-22
2.25284160e+01,1.77796900e-22
2.30163930e+01,1.64864000e-22
2.35149400e+01,1.52734000e-22
2.40242860e+01,1.41395000e-22
2.45446640e+01,1.30823700e-22
2.50763140e+01,1.20989900e-22
2.56194790e+01,1.11858300e-22
2.61744100e+01,1.03391300e-22
2.67413610e+01,9.55497000e-23
2.73205930e+01,8.82942600e-23
2.79123710e+01,8.15863000e-23
2.85169670e+01,7.53882700e-23
2.91346590e+01,6.96641100e-23
2.97657310e+01,6.43795100e-23
3.04104710e+01,5.95020100e-23
3.10691780e+01,5.50010800e-23
3.17421520e+01,5.08481200e-23
3.24297030e+01,4.70164500e-23
3.31321470e+01,4.34812500e-23
3.38498060e+01,4.02194700e-23
3.45830100e+01,3.72097500e-23
3.53320960e+01,3.44323200e-23
3.60974070e+01,3.18689500e-23
3.68792950e+01,2.95027700e-23
3.76781190e+01,2.73182500e-23
3.84942460e+01,2.53010900e-23
3.93280510e+01,2.34380900e-23
4.01799170e+01,2.17171200e-23
4.10502340e+01,2.01270100e-23
4.19394030e+01,1.86574800e-23
4.28478320e+01,1.72990900e-23
4.37759380e+01,1.60431200e-23
4.47241470e+01,1.48816000e-23
4.56928950e+01,1.38071600e-23
4.66826260e+01,1.28130400e-23
4.76937960e+01,1.18930100e-23
4.87268680e+01,1.10413500e-23
4.97823160e+01,1.02527900e-23
5.08606270e+01,9.52247400e-24
5.19622940e+01,8.84595000e-24
5.30878230e+01,8.21910500e-24
5.42377330e+01,7.63815600e-24
5.54125490e+01,7.09961900e-24
5.66128130e+01,6.60028500e-24
5.78390760e+01,6.13719500e-24
5.90919000e+01,5.70762400e-24
6.03718600e+01,5.30905800e-24
6.16795450e+01,4.93918000e-24
6.30155560e+01,4.59585100e-24
6.43805050e+01,4.27710100e-24
6.57750190e+01,3.98110700e-24
6.71997400e+01,3.70619100e-24
6.86553200e+01,3.45080000e-24
7.01424290e+01,3.21350200e-24
7.16617500e+01,2.99297100e-24
7.32139800e+01,2.78798600e-24
7.47998320e+01,2.59741500e-24
7.64200340e+01,2.42021200e-24
7.80753310e+01,2.25540900e-24
7.97664830e+01,2.10211400e-24
8.14942650e+01,1.95949700e-24
8.32594720e+01,1.82679300e-24
8.50629150e+01,1.70329200e-24
8.69054210e+01,1.58833800e-24
8.87878360e+01,1.48132200e-24
9.07110260e+01,1.38168000e-24
9.26758730e+01,1.28889100e-24
9.46832800e+01,1.20247000e-24
9.67341680e+01,1.12196800e-24
9.88294790e+01,1.04697000e-24
1.00970176e+02,9.77088900e-25
1.03157241e+02,9.11967200e-25
1.05391679e+02,8.51272600e-25
1.07674517e+02,7.94696600e-25
1.10006802e+02,7.41953100e-25
1.12389605e+02,6.92776200e-25
1.14824021e+02,6.46919000e-25
1.17311168e+02,6.04152500e-25
1.19852187e+02,5.64263500e-25
1.22448246e+02,5.27054100e-25
1.25100538e+02,4.92340500e-25
1.27810279e+02,4.59951700e-25
1.30578715e+02,4.29728600e-25
1.33407116e+02,4.01523600e-25
1.36296782e+02,3.75199100e-25
1.39249040e+02,3.50627200e-25
1.42265245e+02,3.27689000e-25
1.45346782e+02,3.06273900e-25
1.48495067e+02,2.86278700e-25
1.51711546e+02,2.67607600e-25
1.54997695e+02,2.50171400e-25
1.58355024e+02,2.33886900e-25
1.61785075e+02,2.18676700e-25
1.65289422e+02,2.04468700e-25
1.68869675e+02,1.91195800e-25
1.72527478e+02,1.78795400e-25
1.76264511e+02,1.67209300e-25
1.80082489e+02,1.56383200e-25
1.83983168e+02,1.46266300e-25
1.87968337e+02,1.36811700e-25
