energy_eV,sigma_m2
1.39000000e+01,0.00000000e+00
1.42018980e+01,4.15255400e-24
1.45103530e+01,2.15422900e-23
1.48255070e+01,5.28737700e-23
1.51475060e+01,9.56526300e-23
1.54764990e+01,1.46545400e-22
1.58126370e+01,2.02259300e-22
1.61560760e+01,2.59901300e-22
1.65069740e+01,3.17099800e-22
1.68654940e+01,3.72013400e-22
1.72318000e+01,4.23286500e-22
1.76060620e+01,4.69983200e-22
1.79884530e+01,5.11515900e-22
1.83791490e+01,5.47577600e-22
1.87783300e+01,5.78080500e-22
1.91861820e+01,6.03103500e-22
1.96028920e+01,6.22848100e-22
2.00286520e+01,6.37602500e-22
2.04636600e+01,6.47712000e-22
2.09081160e+01,6.53556600e-22
2.13622250e+01,6.55533000e-22
2.18261970e+01,6.54040800e-22
2.23002460e+01,6.49472700e-22
2.27845910e+01,6.42207300e-22
2.32794550e+01,6.32603700e-22
2.37850680e+01,6.20998400e-22
2.43016620e+01,6.07703400e-22
2.48294770e+01,5.93005300e-22
2.53687550e+01,5.77165200e-22
2.59197460e+01,5.60419100e-22
2.64827030e+01,5.42978900e-22
2.70578880e+01,5.25033500e-22
2.76455660e+01,5.06750200e-22
2.82460070e+01,4.88276400e-22
2.88594900e+01,4.69740700e-22
2.94862970e+01,4.51254900e-22
3.01267180e+01,4.32914800e-22
3.07810480e+01,4.14802600e-22
3.14495900e+01,3.96987500e-22
3.21326520e+01,3.79527300e-22
3.28305500e+01,3.62469700e-22
3.35436050e+01,3.45853100e-22
3.42721480e+01,3.29708100e-22
3.50165140e+01,3.14058000e-22
3.57770470e+01,2.98919900e-22
3.65540980e+01,2.84305600e-22
3.73480270e+01,2.70221900e-22
3.81591990e+01,2.56671700e-22
3.89879880e+01,2.43654300e-22
3.98347790e+01,2.31166200e-22
4.06999610e+01,2.19200900e-22
4.15839350e+01,2.07750300e-22
4.24871070e+01,1.96804200e-22
4.34098960e+01,1.86351000e-22
4.43527270e+01,1.76378000e-22
4.53160360e+01,1.66871600e-22
4.63002670e+01,1.57817400e-22
4.73058750e+01,1.49200600e-22
4.83333240e+01,1.41006000e-22
4.93830890e+01,1.33218100e-22
5.04556530e+01,1.25821600e-22
5.15515130e+01,1.18800900e-22
5.26711750e+01,1.12140700e-22
5.38151540e+01,1.05825800e-22
5.49839800e+01,9.98413200e-23
5.61781920e+01,9.41726600e-23
5.73983410e+01,8.88055200e-23
5.86449910e+01,8.37260000e-23
5.99187170e+01,7.89206000e-23
6.12201080e+01,7.43762400e-23
6.25497640e+01,7.00802700e-23
6.39082990e+01,6.60204900e-23
6.52963410e+01,6.21851400e-23
6.67145290e+01,5.85629200e-23
6.81635200e+01,5.51429800e-23
6.96439820e+01,5.19149000e-23
7.11565980e+01,4.88687200e-23
7.27020680e+01,4.59949000e-23
7.42811030e+01,4.32843500e-23
7.58944350e+01,4.07283400e-23
7.75428060e+01,3.83186100e-23
7.92269790e+01,3.60472300e-23
8.09477310e+01,3.39066900e-23
8.27058570e+01,3.18898200e-23
8.45021680e+01,2.99898300e-23
8.63374930e+01,2.82002400e-23
8.82126800e+01,2.65149100e-23
9.01285950e+01,2.49280200e-23
9.20861220e+01,2.34340400e-23
9.40861650e+01,2.20277400e-23
9.61296480e+01,2.07041400e-23
9.82175140e+01,1.94585500e-23
1.00350726e+02,1.82865200e-23
1.02530271e+02,1.71838400e-23
1.04757153e+02,1.61465100e-23
1.07032402e+02,1.51707900e-23
1.09357068e+02,1.42531100e-23
1.11732223e+02,1.33901000e-23
1.14158965e+02,1.25785800e-23
1.16638415e+02,1.18155600e-23
1.19171716e+02,1.10982100e-23
1.21760038e+02,1.04238400e-23
1.24404577e+02,9.78994000e-24
1.27106554e+02,9.19412500e-24
1.29867215e+02,8.63415200e-24
1.32687836e+02,8.10790400e-24
1.35569719e+02,7.61338400e-24
1.38514194e+02,7.14871400e-24
1.41522621e+02,6.71211900e-24
1.44596389e+02,6.30193100e-24
1.47736917e+02,5.91657600e-24
1.50945655e+02,5.55457200e-24
1.54224084e+02,5.21452400e-24
1.57573718e+02,4.89511900e-24
1.60996104e+02,4.59511900e-24
1.64492822e+02,4.31336000e-24
1.68065486e+02,4.04874600e-24
1.71715745e+02,3.80024600e-24
1.75445286e+02,3.56688900e-24
1.79255829e+02,3.34776400e-24
1.83149134e+02,3.14201000e-24
1.87127000e+02,2.94882000e-24
1.91191261e+02,2.76743400e-24
1.95343796e+02,2.59713900e-24
1.99586520e+02,2.43726100e-24
2.03921393e+02,2.28716900e-24
2.08350417e+02,2.14626900e-24
2.12875636e+02,2.01400300e-24
2.17499139e+02,1.88984600e-24
2.22223061e+02,1.77330500e-24
2.27049584e+02,1.66391500e-24
2.31980934e+02,1.56124100e-24
2.37019391e+02,1.46487400e-24
2.42167279e+02,1.37442900e-24
2.47426975e+02,1.28954400e-24
2.52800908e+02,1.20988000e-24
2.58291559e+02,1.13511700e-24
2.63901463e+02,1.06495600e-24
2.69633209e+02,9.99114900e-25
2.75489446e+02,9.37329300e-25
2.81472875e+02,8.79350800e-25
2.87586260e+02,8.24945900e-25
2.93832423e+02,7.73895600e-25
3.00214249e+02,7.25994100e-25
3.06734683e+02,6.81047900e-25
3.13396736e+02,6.38875600e-25
3.20203484e+02,5.99306900e-25
3.27158069e+02,5.62181500e-25
3.34263703e+02,5.27349400e-25
3.41523666e+02,4.94669400e-25
3.48941311e+02,4.64009100e-25
3.56520061e+02,4.35244200e-25
3.64263416e+02,4.08257900e-25
3.72174951e+02,3.82940600e-25
3.80258319e+02,3.59189500e-25
3.88517251e+02,3.36908000e-25
3.96955562e+02,3.16005500e-25
4.05577147e+02,2.96396900e-25
4.14385986e+02,2.78002400e-25
4.23386146e+02,2.60747100e-25
4.32581784e+02,2.44560500e-25
4.41977144e+02,2.29376800e-25
4.51576564e+02,2.15133900e-25
4.61384477e+02,2.01773700e-25
4.71405411e+02,1.89241600e-25
4.81643991e+02,1.77486500e-25
4.92104947e+02,1.66460300e-25
5.02793106e+02,1.56117900e-25
5.13713405e+02,1.46417000e-25
5.24870885e+02,1.37318000e-25
5.36270696e+02,1.28783500e-25
5.47918104e+02,1.20778500e-25
5.59818484e+02,1.13270500e-25
5.71977333e+02,1.06228400e-25
5.84400262e+02,9.96235300e-26
5.97093009e+02,9.34287400e-26
6.10061432e+02,8.76186300e-26
6.23311520e+02,8.21693600e-26
6.36849391e+02,7.70585500e-26
6.50681294e+02,7.22652200e-26
6.64813616e+02,6.77696900e-26
6.79252882e+02,6.35534800e-26
6.94005757e+02,5.95992600e-26
7.09079055e+02,5.58907900e-26
