energy_eV,sigma_m2
1.29100000e+01,0.00000000e+00
1.31952940e+01,6.09965900e-27
1.34868930e+01,6.06834600e-25
1.37849360e+01,5.37354400e-24
1.40895650e+01,1.91203900e-23
1.44009260e+01,4.30608600e-23
1.47191670e+01,7.44508500e-23
1.50444420e+01,1.08972600e-22
1.53769040e+01,1.42695300e-22
1.57167140e+01,1.72885300e-22
1.60640320e+01,1.98050100e-22
1.64190270e+01,2.17666100e-22
1.67818660e+01,2.31852100e-22
1.71527230e+01,2.41095700e-22
1.75317760e+01,2.46057400e-22
1.79192050e+01,2.47445300e-22
1.83151960e+01,2.45940300e-22
1.87199380e+01,2.42159000e-22
1.91336240e+01,2.36637000e-22
1.95564520e+01,2.29826600e-22
1.99886240e+01,2.22101900e-22
2.04303470e+01,2.13766400e-22
2.08818310e+01,2.05063000e-22
2.13432920e+01,1.96183200e-22
2.18149510e+01,1.87275800e-22
2.22970320e+01,1.78454400e-22
2.27897680e+01,1.69804300e-22
2.32933920e+01,1.61388100e-22
2.38081450e+01,1.53250000e-22
2.43342740e+01,1.45419800e-22
2.48720300e+01,1.37916300e-22
2.54216690e+01,1.30749200e-22
2.59834550e+01,1.23921700e-22
2.65576550e+01,1.17431800e-22
2.71445450e+01,1.11273800e-22
2.77444040e+01,1.05438900e-22
2.83575190e+01,9.99166800e-23
2.89841830e+01,9.46951600e-23
2.96246950e+01,8.97615500e-23
3.02793630e+01,8.51026100e-23
3.09484970e+01,8.07048900e-23
3.16324180e+01,7.65549900e-23
3.23314530e+01,7.26397400e-23
3.30459360e+01,6.89462800e-23
3.37762080e+01,6.54621800e-23
3.45226180e+01,6.21754900e-23
3.52855230e+01,5.90747500e-23
3.60652870e+01,5.61490800e-23
3.68622830e+01,5.33881200e-23
3.76768910e+01,5.07820600e-23
3.85095010e+01,4.83216200e-23
3.93605110e+01,4.59980700e-23
4.02303260e+01,4.38031700e-23
4.11193640e+01,4.17291600e-23
4.20280480e+01,3.97687600e-23
4.29568130e+01,3.79151300e-23
4.39061030e+01,3.61618500e-23
4.48763700e+01,3.45029100e-23
4.58680790e+01,3.29326700e-23
4.68817040e+01,3.14458200e-23
4.79177280e+01,3.00374200e-23
4.89766470e+01,2.87028300e-23
5.00589670e+01,2.74377000e-23
5.11652050e+01,2.62379500e-23
5.22958890e+01,2.50997700e-23
5.34515600e+01,2.40195900e-23
5.46327700e+01,2.29940500e-23
5.58400820e+01,2.20200200e-23
5.70740750e+01,2.10945600e-23
5.83353380e+01,2.02149100e-23
5.96244720e+01,1.93784900e-23
6.09420950e+01,1.85828600e-23
6.22888360e+01,1.78257600e-23
6.36653380e+01,1.71050500e-23
6.50722590e+01,1.64187300e-23
6.65102700e+01,1.57649200e-23
6.79800600e+01,1.51418400e-23
6.94823310e+01,1.45478500e-23
7.10178000e+01,1.39813800e-23
7.25872000e+01,1.34409600e-23
7.41912830e+01,1.29252200e-23
7.58308130e+01,1.24328600e-23
7.75065750e+01,1.19626500e-23
7.92193690e+01,1.15134500e-23
8.09700130e+01,1.10841700e-23
8.27593450e+01,1.06737900e-23
8.45882180e+01,1.02813600e-23
8.64575070e+01,9.90596000e-24
8.83681050e+01,9.54674100e-24
9.03209250e+01,9.20289500e-24
9.23168990e+01,8.87366200e-24
9.43569820e+01,8.55832100e-24
9.64421480e+01,8.25619600e-24
9.85733930e+01,7.96664200e-24
1.00751736e+02,7.68905600e-24
1.02978218e+02,7.42286300e-24
1.05253902e+02,7.16752100e-24
1.07579876e+02,6.92251800e-24
1.09957251e+02,6.68736700e-24
1.12387162e+02,6.46160900e-24
1.14870771e+02,6.24480900e-24
1.17409265e+02,6.03655400e-24
1.20003857e+02,5.83645400e-24
1.22655785e+02,5.64413600e-24
1.25366318e+02,5.45925100e-24
1.28136749e+02,5.28146400e-24
1.30968404e+02,5.11046000e-24
1.33862635e+02,4.94593700e-24
1.36820824e+02,4.78761000e-24
1.39844385e+02,4.63520800e-24
1.42934763e+02,4.48847400e-24
1.46093435e+02,4.34716300e-24
1.49321909e+02,4.21104100e-24
1.52621728e+02,4.07988900e-24
1.55994469e+02,3.95349400e-24
1.59441742e+02,3.83165700e-24
1.62965197e+02,3.71418700e-24
1.66566514e+02,3.60090200e-24
1.70247417e+02,3.49162900e-24
1.74009662e+02,3.38620300e-24
1.77855048e+02,3.28446600e-24
1.81785412e+02,3.18627000e-24
1.85802632e+02,3.09147100e-24
1.89908628e+02,2.99993200e-24
1.94105360e+02,2.91152400e-24
1.98394835e+02,2.82612300e-24
2.02779102e+02,2.74361000e-24
2.07260255e+02,2.66387100e-24
2.11840435e+02,2.58679900e-24
2.16521832e+02,2.51229100e-24
2.21306682e+02,2.44024700e-24
2.26197270e+02,2.37057300e-24
2.31195934e+02,2.30318000e-24
2.36305062e+02,2.23798000e-24
2.41527095e+02,2.17489200e-24
2.46864528e+02,2.11383600e-24
2.52319912e+02,2.05473600e-24
2.57895852e+02,1.99752000e-24
2.63595013e+02,1.94211900e-24
2.69420118e+02,1.88846700e-24
2.75373951e+02,1.83649900e-24
2.81459355e+02,1.78615500e-24
2.87679239e+02,1.73737600e-24
2.94036574e+02,1.69010700e-24
3.00534398e+02,1.64429300e-24
3.07175816e+02,1.59988300e-24
3.13964000e+02,1.55682700e-24
3.20902194e+02,1.51507900e-24
3.27993713e+02,1.47459200e-24
3.35241946e+02,1.43532200e-24
3.42650354e+02,1.39722800e-24
3.50222479e+02,1.36027000e-24
3.57961938e+02,1.32440800e-24
3.65872429e+02,1.28960500e-24
3.73957732e+02,1.25582600e-24
3.82221709e+02,1.22303600e-24
3.90668309e+02,1.19120200e-24
3.99301568e+02,1.16029200e-24
4.08125611e+02,1.13027600e-24
4.17144654e+02,1.10112400e-24
4.26363005e+02,1.07280800e-24
4.35785071e+02,1.04530000e-24
4.45415351e+02,1.01857400e-24
4.55258448e+02,9.92605500e-25
4.65319065e+02,9.67369500e-25
4.75602008e+02,9.42842600e-25
4.86112191e+02,9.19002300e-25
4.96854635e+02,8.95826800e-25
5.07834473e+02,8.73295100e-25
5.19056951e+02,8.51386900e-25
5.30527431e+02,8.30082800e-25
5.42251394e+02,8.09364000e-25
5.54234441e+02,7.89212400e-25
5.66482298e+02,7.69610300e-25
5.79000816e+02,7.50541000e-25
5.91795978e+02,7.31988200e-25
6.04873895e+02,7.13936000e-25
6.18240818e+02,6.96369500e-25
6.31903132e+02,6.79273800e-25
6.45867365e+02,6.62634900e-25
6.60140190e+02,6.46439100e-25
6.74728425e+02,6.30673200e-25
6.89639042e+02,6.15324400e-25
7.04879163e+02,6.00380400e-25
7.20456072e+02,5.85829300e-25
7.36377209e+02,5.71659600e-25
7.52650183e+02,5.57860100e-25
7.69282768e+02,5.44420100e-25
7.86282912e+02,5.31329200e-25
8.03658737e+02,5.18577300e-25
8.21418545e+02,5.06154700e-25
8.39570821e+02,4.94051900e-25
8.58124239e+02,4.82259800e-25
8.77087663e+02,4.70769700e-25
8.96470154e+02,4.59572900e-25
9.16280973e+02,4.48661300e-25
9.36529585e+02,4.38026700e-25
9.57225664e+02,4.27661500e-25
9.78379101e+02,4.17558100e-25
1.00000000e+03,4.07709300e-25
