energy_eV,sigma_m2
0.001,0.0
0.00105239807,0.0
0.00110754169,0.0
0.00116557474,0.0
0.0012266486,0.0
0.00129092262,0.0
0.00135856447,0.0
0.00142975062,0.0
0.00150466679,0.0
0.00158350842,0.0
0.0016664812,0.0
0.00175380159,0.0
0.00184569741,0.0
0.00194240838,0.0
0.00204418683,0.0
0.00215129827,0.0
0.00226402214,0.0
0.00238265252,0.0
0.00250749891,0.0
0.00263888701,0.0
0.00277715958,0.0
0.00292267738,0.0
0.00307582003,0.0
0.00323698705,0.0
0.00340659891,0.0
0.00358509811,0.0
0.00377295033,0.0
0.00397064563,0.0
0.00417869979,0.0
0.00439765558,0.0
0.00462808423,0.0
0.0048705869,0.0
0.00512579624,0.0
0.00539437806,0.0
0.00567703304,0.0
0.0059744986,0.0
0.00628755078,0.0
0.00661700629,0.0
0.00696372463,0.0
0.00732861034,0.0
0.00771261536,0.0
0.0081167415,0.0
0.00854204306,0.0
0.00898962961,0.0
0.00946066883,0.0
0.00995638959,0.0
0.0104780852,0.0
0.0110271166,0.0
0.0116049162,0.0
0.0122129913,0.0
0.0128529285,0.0
0.0135263971,0.0
0.0142351542,0.0
0.0149810487,0.0
0.0157660267,0.0
0.0165921361,0.0
0.0174615319,0.0
0.0183764824,0.0
0.0193393746,0.0
0.0203527205,0.0
0.0214191637,0.0
0.0225414864,0.0
0.0237226168,0.0
0.024965636,0.0
0.0262737871,0.0
0.0276504828,0.0
0.0290993146,0.0
0.0306240625,0.0
0.0322287042,0.0
0.033917426,0.0
0.0356946335,0.0
0.0375649633,0.0
0.0395332948,0.0
0.0416047631,0.0
0.0437847722,0.0
0.0460790097,0.0
0.0484934607,0.0
0.0510344243,0.0
0.0537085295,0.0
0.0565227527,0.0
0.0594844357,0.0
0.0626013051,0.0
0.0658814925,0.0
0.0693335554,0.0
0.0729664997,0.0
0.0767898033,0.0
0.0808134405,0.0
0.0850479086,0.0
0.0895042547,0.0
0.0941941046,0.0
0.0991296937,0.0
0.104323898,0.0
0.109790269,0.0
0.115543067,0.0
0.1215973,0.0
0.127968763,0.0
0.134674079,0.0
0.141730741,0.0
0.149157158,0.0
0.156972704,0.0
0.165197771,0.0
0.173853815,0.0
0.182963418,0.0
0.192550348,0.0
0.202639614,0.0
0.213257538,0.0
0.224431821,0.0
0.236191615,0.0
0.248567599,0.0
0.26159206,0.0
0.275298979,0.0
0.289724113,0.0
0.304905097,1.17689963e-27
0.320881535,2.19450061e-27
0.337695107,4.04590299e-27
0.355389678,7.37528323e-27
0.37401141,1.32930739e-26
0.393608885,2.36894848e-26
0.41423323,4.17416189e-26
0.43593825,7.2722105e-26
0.458780572,1.25269998e-25
0.482819787,2.13359105e-25
0.508118611,3.59301284e-25
0.534743044,5.98259821e-25
0.562762546,9.84927768e-25
0.592250216,1.60325427e-24
0.623282983,2.58038143e-24
0.655941806,4.10628311e-24
0.690311889,6.46096441e-24
0.726482898,1.00514632e-23
0.764549198,1.54612536e-23
0.804610098,2.35149251e-23
0.846770112,3.53611168e-23
0.891139229,5.25765186e-23
0.937833203,7.72931766e-23
0.98697385,1.1235023e-22
1.03868937,1.61469409e-22
1.09311469,2.29451035e-22
1.15039178,3.22383842e-22
1.21067009,4.47857644e-22
1.27410686,6.15162982e-22
1.3408676,8.35456562e-22
1.41112647,1.12186612e-21
1.48506677,1.489504e-21
1.5628814,1.95535578e-21
1.64477336,2.53801033e-21
1.73095631,3.25720025e-21
1.82165507,4.13312949e-21
1.91710628,5.18557647e-21
2.01755894,6.43277784e-21
2.12327513,7.89011879e-21
2.23453065,9.56867951e-21
2.35161573,1.14737123e-20
2.47483585,1.36031466e-20
2.60451247,1.59462394e-20
2.74098389,1.84824978e-20
2.88460615,2.1181003e-20
3.03575393,2.40002553e-20
3.19482157,2.68886302e-20
3.36222405,2.97855054e-20
3.53839809,3.2623064e-20
3.72380331,3.5328728e-20
3.9189234,3.78281177e-20
4.12426742,4.0048379e-20
4.34037106,4.19216754e-20
4.56779811,4.3388616e-20
4.80714191,4.44013775e-20
5.05902685,4.49262912e-20
5.32411008,4.49457023e-20
5.60308316,4.44589552e-20
5.89667389,4.34824306e-20
6.2056482,4.20486301e-20
6.53081217,4.02043799e-20
6.87301411,3.80082929e-20
7.23314676,3.55276792e-20
7.61214967,3.28351339e-20
8.0110116,3.00050409e-20
8.43077313,2.71102257e-20
8.87252935,2.42189618e-20
9.33743274,2.13924925e-20
9.82669616,1.86831773e-20
10.3415961,1.6133313e-20
10.8834757,1.37746275e-20
11.4537488,1.16283915e-20
12.0539031,9.7060585e-21
12.6855043,8.0103159e-21
13.3502002,6.53641865e-21
14.0497249,5.27367736e-21
14.7859033,4.20698275e-21
15.5606561,3.31826743e-21
16.3760044,2.58782865e-21
17.2340754,1.99546046e-21
18.1371076,1.52136778e-21
19.087457,1.14685571e-21
20.0876029,8.54804557e-22
21.1401544,6.29953297e-22
22.2478577,4.59021848e-22
23.4136024,3.3070582e-22
24.6404299,2.35577495e-22
25.9315408,1.65924011e-22
27.2903034,1.15549523e-22
28.7202626,7.95628903e-23
30.2251488,5.41672049e-23
31.8088882,3.64624444e-23
33.4756125,2.42682585e-23
35.2296699,1.59703679e-23
37.0756365,1.03914155e-23
39.0183282,6.68525502e-24
41.0628132,4.25250394e-24
43.2144252,2.67457604e-24
45.4787776,1.663216e-24
47.8617776,1.0226472e-24
50.3696423,6.21708057e-25
53.0089142,3.73706485e-25
55.7864788,2.22104957e-25
58.7095825,1.30517681e-25
61.7858511,7.58339929e-26
65.0233103,4.35654272e-26
68.4304061,2.47459146e-26
72.0160271,1.38978788e-26
75.7895278,7.71750659e-27
79.7607525,4.23729769e-27
83.9400618,2.3002997e-27
88.3383588,1.2347054e-27
92.9671181,6.55278247e-28
97.8384154,3.43852062e-28
102.964959,1.78402524e-28
108.360124,9.1519541e-29
114.037985,4.64205361e-29
120.013355,2.32803737e-29
126.301823,1.15439177e-29
132.919794,5.65978555e-30
139.884535,2.74365947e-30
147.214214,1.31505501e-30
154.927954,6.23219608e-31
163.04588,2.92026173e-31
171.589169,1.35296301e-31
180.580109,6.19774278e-32
190.042158,2.80714374e-32
200.0,1.25712723e-32
