energy_eV,sigma_m2
0.001,0.0
0.00105239807,0.0
0.00110754169,0.0
0.00116557474,0.0
0.0012266486,0.0
0.00129092262,0.0
0.00135856447,0.0
0.00142975062,0.0
0.00150466679,0.0
0.00158350842,0.0
0.0016664812,0.0
0.00175380159,0.0
0.00184569741,0.0
0.00194240838,0.0
0.00204418683,0.0
0.00215129827,0.0
0.00226402214,0.0
0.00238265252,0.0
0.00250749891,0.0
0.00263888701,0.0
0.00277715958,0.0
0.00292267738,0.0
0.00307582003,0.0
0.00323698705,0.0
0.00340659891,0.0
0.00358509811,0.0
0.00377295033,0.0
0.00397064563,0.0
0.00417869979,0.0
0.00439765558,0.0
0.00462808423,0.0
0.0048705869,0.0
0.00512579624,0.0
0.00539437806,0.0
0.00567703304,0.0
0.0059744986,0.0
0.00628755078,0.0
0.00661700629,0.0
0.00696372463,0.0
0.00732861034,0.0
0.00771261536,0.0
0.0081167415,0.0
0.00854204306,0.0
0.00898962961,0.0
0.00946066883,0.0
0.00995638959,0.0
0.0104780852,0.0
0.0110271166,0.0
0.0116049162,0.0
0.0122129913,0.0
0.0128529285,0.0
0.0135263971,0.0
0.0142351542,0.0
0.0149810487,0.0
0.0157660267,0.0
0.0165921361,0.0
0.0174615319,0.0
0.0183764824,0.0
0.0193393746,0.0
0.0203527205,0.0
0.0214191637,0.0
0.0225414864,0.0
0.0237226168,0.0
0.024965636,0.0
0.0262737871,0.0
0.0276504828,0.0
0.0290993146,0.0
0.0306240625,0.0
0.0322287042,0.0
0.033917426,0.0
0.0356946335,0.0
0.0375649633,0.0
0.0395332948,0.0
0.0416047631,0.0
0.0437847722,0.0
0.0460790097,0.0
0.0484934607,0.0
0.0510344243,0.0
0.0537085295,0.0
0.0565227527,0.0
0.0594844357,0.0
0.0626013051,0.0
0.0658814925,0.0
0.0693335554,0.0
0.0729664997,0.0
0.0767898033,0.0
0.0808134405,0.0
0.0850479086,0.0
0.0895042547,0.0
0.0941941046,0.0
0.0991296937,0.0
0.104323898,0.0
0.109790269,0.0
0.115543067,0.0
0.1215973,0.0
0.127968763,0.0
0.134674079,0.0
0.141730741,0.0
0.149157158,0.0
0.156972704,0.0
0.165197771,0.0
0.173853815,0.0
0.182963418,0.0
0.192550348,0.0
0.202639614,0.0
0.213257538,0.0
0.224431821,0.0
0.236191615,0.0
0.248567599,0.0
0.26159206,0.0
0.275298979,0.0
0.289724113,0.0
0.304905097,0.0
0.320881535,0.0
0.337695107,0.0
0.355389678,0.0
0.37401141,0.0
0.393608885,0.0
0.41423323,0.0
0.43593825,0.0
0.458780572,0.0
0.482819787,0.0
0.508118611,0.0
0.534743044,0.0
0.562762546,0.0
0.592250216,0.0
0.623282983,0.0
0.655941806,0.0
0.690311889,0.0
0.726482898,0.0
0.764549198,0.0
0.804610098,0.0
0.846770112,0.0
0.891139229,0.0
0.937833203,0.0
0.98697385,0.0
1.03868937,0.0
1.09311469,0.0
1.15039178,0.0
1.21067009,0.0
1.27410686,0.0
1.3408676,0.0
1.41112647,0.0
1.48506677,0.0
1.5628814,0.0
1.64477336,0.0
1.73095631,0.0
1.82165507,0.0
1.91710628,0.0
2.01755894,0.0
2.12327513,0.0
2.23453065,0.0
2.35161573,0.0
2.47483585,0.0
2.60451247,0.0
2.74098389,0.0
2.88460615,0.0
3.03575393,0.0
3.19482157,0.0
3.36222405,0.0
3.53839809,0.0
3.72380331,0.0
3.9189234,0.0
4.12426742,0.0
4.34037106,0.0
4.56779811,0.0
4.80714191,0.0
5.05902685,0.0
5.32411008,0.0
5.60308316,0.0
5.89667389,0.0
6.2056482,2.09349836e-21
6.53081217,3.87751064e-21
6.87301411,5.35803135e-21
7.23314676,6.70657876e-21
7.61214967,7.98279385e-21
8.0110116,9.2163913e-21
8.43077313,1.04249819e-20
8.87252935,1.16201929e-20
9.33743274,1.28103079e-20
9.82669616,1.38919659e-20
10.3415961,1.38612747e-20
10.8834757,1.37533296e-20
11.4537488,1.35827825e-20
12.0539031,1.33617363e-20
12.6855043,1.31002622e-20
13.3502002,1.28067864e-20
14.0497249,1.24883859e-20
14.7859033,1.21510201e-20
15.5606561,1.17997145e-20
16.3760044,1.14387094e-20
17.2340754,1.10715806e-20
18.1371076,1.07013403e-20
19.087457,1.03305191e-20
20.0876029,9.96123689e-21
21.1401544,9.59526078e-21
22.2478577,9.23405557e-21
23.4136024,8.87882614e-21
24.6404299,8.53055384e-21
25.9315408,8.1900278e-21
27.2903034,7.85787186e-21
28.7202626,7.5345678e-21
30.2251488,7.22047546e-21
31.8088882,6.91585016e-21
33.4756125,6.62085782e-21
35.2296699,6.33558812e-21
37.0756365,6.06006589e-21
39.0183282,5.79426106e-21
41.0628132,5.53809727e-21
43.2144252,5.29145946e-21
45.4787776,5.05420033e-21
47.8617776,4.82614608e-21
50.3696423,4.60710132e-21
53.0089142,4.39685339e-21
55.7864788,4.19517605e-21
58.7095825,4.0018327e-21
61.7858511,3.81657918e-21
65.0233103,3.63916613e-21
68.4304061,3.4693411e-21
72.0160271,3.30685025e-21
75.7895278,3.15143989e-21
79.7607525,3.00285776e-21
83.9400618,2.86085407e-21
88.3383588,2.72518247e-21
92.9671181,2.59560071e-21
97.8384154,2.47187134e-21
102.964959,2.35376216e-21
108.360124,2.24104666e-21
114.037985,2.13350427e-21
120.013355,2.03092067e-21
126.301823,1.93308791e-21
132.919794,1.83980453e-21
139.884535,1.75087564e-21
147.214214,1.66611291e-21
154.927954,1.5853346e-21
163.04588,1.50836546e-21
171.589169,1.4350367e-21
180.580109,1.36518586e-21
190.042158,1.29865674e-21
200.0,1.23529923e-21
