pressure_Torr,series_id,quantity_id,symbol,value,unit,source_figure,source_panel,digitization_method,note
0.50,0D_LoKI,average_atomic_excited_state_density,O(3P),4.800000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
0.50,1D_fluid,average_atomic_excited_state_density,O(3P),5.200000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
0.50,0D_LoKI,average_atomic_excited_state_density,O(1D),2.900000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
0.50,1D_fluid,average_atomic_excited_state_density,O(1D),2.300000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
0.50,0D_LoKI,average_atomic_excited_state_density,O(1S),7.000000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
0.50,1D_fluid,average_atomic_excited_state_density,O(1S),6.000000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
0.75,0D_LoKI,average_atomic_excited_state_density,O(3P),6.400000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
0.75,1D_fluid,average_atomic_excited_state_density,O(3P),6.800000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
0.75,0D_LoKI,average_atomic_excited_state_density,O(1D),2.700000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
0.75,1D_fluid,average_atomic_excited_state_density,O(1D),2.200000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
0.75,0D_LoKI,average_atomic_excited_state_density,O(1S),6.400000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
0.75,1D_fluid,average_atomic_excited_state_density,O(1S),5.500000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.00,0D_LoKI,average_atomic_excited_state_density,O(3P),7.600000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.00,1D_fluid,average_atomic_excited_state_density,O(3P),8.200000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.00,0D_LoKI,average_atomic_excited_state_density,O(1D),2.500000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.00,1D_fluid,average_atomic_excited_state_density,O(1D),2.000000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.00,0D_LoKI,average_atomic_excited_state_density,O(1S),5.700000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.00,1D_fluid,average_atomic_excited_state_density,O(1S),4.900000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.50,0D_LoKI,average_atomic_excited_state_density,O(3P),8.800000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.50,1D_fluid,average_atomic_excited_state_density,O(3P),9.200000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.50,0D_LoKI,average_atomic_excited_state_density,O(1D),2.100000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.50,1D_fluid,average_atomic_excited_state_density,O(1D),1.700000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.50,0D_LoKI,average_atomic_excited_state_density,O(1S),4.500000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.50,1D_fluid,average_atomic_excited_state_density,O(1S),4.000000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
2.00,0D_LoKI,average_atomic_excited_state_density,O(3P),9.400000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
2.00,1D_fluid,average_atomic_excited_state_density,O(3P),9.800000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
2.00,0D_LoKI,average_atomic_excited_state_density,O(1D),1.800000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
2.00,1D_fluid,average_atomic_excited_state_density,O(1D),1.400000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
2.00,0D_LoKI,average_atomic_excited_state_density,O(1S),3.800000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
2.00,1D_fluid,average_atomic_excited_state_density,O(1S),3.200000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
3.00,0D_LoKI,average_atomic_excited_state_density,O(3P),1.020000e+22,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
3.00,1D_fluid,average_atomic_excited_state_density,O(3P),1.000000e+22,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
3.00,0D_LoKI,average_atomic_excited_state_density,O(1D),1.350000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
3.00,1D_fluid,average_atomic_excited_state_density,O(1D),1.050000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
3.00,0D_LoKI,average_atomic_excited_state_density,O(1S),2.800000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
3.00,1D_fluid,average_atomic_excited_state_density,O(1S),2.500000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
4.00,0D_LoKI,average_atomic_excited_state_density,O(3P),1.050000e+22,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
4.00,1D_fluid,average_atomic_excited_state_density,O(3P),9.900000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
4.00,0D_LoKI,average_atomic_excited_state_density,O(1D),1.150000e+17,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
4.00,1D_fluid,average_atomic_excited_state_density,O(1D),8.800000e+16,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
4.00,0D_LoKI,average_atomic_excited_state_density,O(1S),2.400000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
4.00,1D_fluid,average_atomic_excited_state_density,O(1S),2.200000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
6.00,0D_LoKI,average_atomic_excited_state_density,O(3P),1.080000e+22,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
6.00,1D_fluid,average_atomic_excited_state_density,O(3P),9.800000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
6.00,0D_LoKI,average_atomic_excited_state_density,O(1D),9.500000e+16,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
