energy_eV,sigma_m2
13.98,0.0
14.283223,1.460075e-28
14.593024,1.909765e-26
14.909544,2.252217e-25
15.232929,1.057686e-24
15.563328,3.100477e-24
15.900893,6.876273e-24
16.245781,1.272993e-23
16.598149,2.080879e-23
16.958159,3.109458e-23
17.325978,4.345077e-23
17.701775,5.766709e-23
18.085723,7.349478e-23
18.477999,9.067176e-23
18.878783,1.089395e-22
19.288261,1.280533e-22
19.706619,1.47788e-22
20.134052,1.67941e-22
20.570755,1.883323e-22
21.016931,2.088046e-22
21.472784,2.292215e-22
21.938525,2.494659e-22
22.414367,2.694383e-22
22.90053,2.89055e-22
23.397238,3.082459e-22
23.90472,3.269533e-22
24.423208,3.451301e-22
24.952943,3.627385e-22
25.494168,3.797488e-22
26.047131,3.961385e-22
26.612088,4.118908e-22
27.189299,4.269942e-22
27.77903,4.414419e-22
28.381552,4.552307e-22
28.997142,4.683606e-22
29.626084,4.808345e-22
30.268668,4.926578e-22
30.92519,5.038375e-22
31.595951,5.143827e-22
32.281261,5.243036e-22
32.981435,5.336115e-22
33.696796,5.42319e-22
34.427673,5.50439e-22
35.174402,5.579855e-22
35.937328,5.649725e-22
36.716802,5.714146e-22
37.513182,5.773268e-22
38.326836,5.827239e-22
39.158137,5.876211e-22
40.00747,5.920334e-22
40.875224,5.959761e-22
41.761799,5.99464e-22
42.667605,6.025122e-22
43.593057,6.051353e-22
44.538582,6.07348e-22
45.504615,6.091647e-22
46.491601,6.105995e-22
47.499995,6.116663e-22
48.53026,6.123789e-22
49.582872,6.127506e-22
50.658315,6.127946e-22
51.757084,6.125238e-22
52.879685,6.119507e-22
54.026635,6.110877e-22
55.198462,6.099467e-22
56.395706,6.085395e-22
57.618917,6.068774e-22
58.86866,6.049717e-22
60.14551,6.028331e-22
61.450055,6.004722e-22
62.782894,5.978993e-22
64.144643,5.951243e-22
65.535928,5.92157e-22
66.957389,5.890068e-22
68.409682,5.856829e-22
69.893474,5.821941e-22
71.40945,5.78549e-22
72.958307,5.747561e-22
74.540759,5.708235e-22
76.157533,5.66759e-22
77.809375,5.625702e-22
79.497045,5.582645e-22
81.22132,5.538491e-22
82.982995,5.493308e-22
84.78288,5.447165e-22
86.621804,5.400124e-22
88.500614,5.35225e-22
90.420175,5.303602e-22
92.381371,5.254239e-22
94.385105,5.204218e-22
96.432299,5.153592e-22
98.523897,5.102414e-22
100.660861,5.050735e-22
102.844175,4.998603e-22
105.074845,4.946067e-22
107.353898,4.89317e-22
109.682383,4.839958e-22
112.061372,4.786471e-22
114.491962,4.732751e-22
116.97527,4.678835e-22
119.512441,4.624762e-22
122.104642,4.570568e-22
124.753068,4.516286e-22
127.458937,4.461951e-22
130.223497,4.407593e-22
133.048019,4.353242e-22
135.933805,4.298929e-22
138.882182,4.244681e-22
141.894509,4.190525e-22
144.972174,4.136485e-22
148.116592,4.082587e-22
151.329212,4.028854e-22
154.611512,3.975307e-22
157.965006,3.921969e-22
161.391236,3.868858e-22
164.89178,3.815994e-22
168.468251,3.763396e-22
172.122294,3.71108e-22
175.855593,3.659064e-22
179.669866,3.607361e-22
183.566871,3.555988e-22
187.5484,3.504957e-22
191.616288,3.454283e-22
195.772408,3.403976e-22
200.018673,3.35405e-22
204.357039,3.304514e-22
208.789503,3.255379e-22
213.318107,3.206654e-22
217.944935,3.158349e-22
222.672118,3.110471e-22
227.501832,3.063028e-22
232.436302,3.016027e-22
237.4778,2.969475e-22
242.628647,2.923377e-22
247.891215,2.87774e-22
253.267927,2.832568e-22
258.761259,2.787865e-22
264.37374,2.743636e-22
270.107955,2.699885e-22
275.966543,2.656613e-22
281.952204,2.613825e-22
288.067692,2.571522e-22
294.315823,2.529706e-22
300.699476,2.48838e-22
307.221589,2.447544e-22
313.885165,2.407199e-22
320.693273,2.367346e-22
327.649047,2.327985e-22
334.755691,2.289116e-22
342.016476,2.250739e-22
349.434746,2.212854e-22
357.013918,2.175459e-22
364.75748,2.138553e-22
372.668998,2.102136e-22
380.752116,2.066205e-22
389.010555,2.03076e-22
397.448117,1.995797e-22
406.068689,1.961315e-22
414.87624,1.927313e-22
423.874824,1.893786e-22
433.068586,1.860733e-22
442.461759,1.82815e-22
452.058668,1.796036e-22
461.863732,1.764386e-22
471.881466,1.733199e-22
482.116482,1.702469e-22
492.573494,1.672194e-22
503.257317,1.642371e-22
514.17287,1.612995e-22
525.325179,1.584063e-22
536.719379,1.555572e-22
548.360717,1.527517e-22
560.254554,1.499894e-22
572.406365,1.472699e-22
584.821747,1.445928e-22
597.506416,1.419577e-22
610.466214,1.393642e-22
623.707106,1.368118e-22
637.235191,1.343002e-22
651.056698,1.318288e-22
665.17799,1.293972e-22
679.605571,1.270051e-22
694.346082,1.246519e-22
709.406313,1.223372e-22
724.793197,1.200605e-22
740.51382,1.178214e-22
756.575419,1.156195e-22
772.985392,1.134543e-22
789.751294,1.113253e-22
806.880845,1.092321e-22
824.381933,1.071742e-22
842.262615,1.051512e-22
860.531126,1.031626e-22
879.195878,1.01208e-22
898.265465,9.928685e-23
917.748667,9.739881e-23
937.654456,9.554339e-23
957.991997,9.372014e-23
978.770656,9.192861e-23
1000.0,9.016836e-23
