pressure_Torr,radius_mm,series_id,quantity_id,symbol,value,unit,source_figure,source_panel,digitization_method,note
1.0,0.0,0D_LoKI,electron_density_profile,ne(r),1.08e16,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,1.0,0D_LoKI,electron_density_profile,ne(r),1.07e16,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,2.0,0D_LoKI,electron_density_profile,ne(r),1.02e16,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,3.0,0D_LoKI,electron_density_profile,ne(r),9.5e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,4.0,0D_LoKI,electron_density_profile,ne(r),8.7e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,5.0,0D_LoKI,electron_density_profile,ne(r),7.5e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,6.0,0D_LoKI,electron_density_profile,ne(r),6.3e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,7.0,0D_LoKI,electron_density_profile,ne(r),5.1e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,8.0,0D_LoKI,electron_density_profile,ne(r),3.7e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,9.0,0D_LoKI,electron_density_profile,ne(r),2.0e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,10.0,0D_LoKI,electron_density_profile,ne(r),0.0,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,0.0,1D_fluid,electron_density_profile,ne(r),1.16e16,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,1.0,1D_fluid,electron_density_profile,ne(r),1.15e16,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,2.0,1D_fluid,electron_density_profile,ne(r),1.10e16,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,3.0,1D_fluid,electron_density_profile,ne(r),1.02e16,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,4.0,1D_fluid,electron_density_profile,ne(r),9.3e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,5.0,1D_fluid,electron_density_profile,ne(r),7.9e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,6.0,1D_fluid,electron_density_profile,ne(r),6.1e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,7.0,1D_fluid,electron_density_profile,ne(r),4.7e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,8.0,1D_fluid,electron_density_profile,ne(r),2.9e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,9.0,1D_fluid,electron_density_profile,ne(r),1.2e15,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
1.0,10.0,1D_fluid,electron_density_profile,ne(r),0.0,m^-3,3,1Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,0.0,0D_LoKI,electron_density_profile,ne(r),1.50e16,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
