time_s,step_id,self_bias_V,plasma_potential_V,total_absorbed_power_W,electron_density_m3,mean_electron_energy_eV,port_source_rf_absorbed_power_W,port_source_rf_frequency_Hz,port_source_rf_delivered_power_W,port_source_rf_coupling_efficiency,port_source_rf_plasma_resistance_Ohm,port_source_rf_coil_voltage_rms_V,port_source_rf_coil_current_rms_A,port_source_rf_E_over_H_mode_index,port_source_rf_downstream_fraction,port_source_rf_effective_field_Td,port_wafer_bias_absorbed_power_W,port_wafer_bias_frequency_Hz,port_wafer_bias_delivered_power_W,port_wafer_bias_rf_voltage_rms_V,port_wafer_bias_rf_current_rms_A,port_wafer_bias_bulk_resistance_Ohm,port_wafer_bias_sheath_reactance_Ohm,port_wafer_bias_self_bias_V,port_wafer_bias_plasma_potential_V,port_wafer_bias_sheath_voltage_powered_V,port_wafer_bias_sheath_voltage_ground_V,port_wafer_bias_pressure_Pa,port_wafer_bias_gas_temperature_K,ne_source_m3,mean_energy_source_eV,pabs_source_W,Tg_source_K,pressure_source_Pa,total_density_source_m3,electronegativity_source,residence_time_source_s,debye_length_source_m,EoverN_source_Td,ion_loss_family_source,ion_loss_area_source_m2,ion_loss_h_factor_source,ion_loss_characteristic_length_source_m,ambipolar_loss_rate_source_s,warning_high_electronegativity_source,warning_ion_ion_afterglow_source,warning_pressure_deviation_source,warning_debye_ratio_source,ne_process_m3,mean_energy_process_eV,pabs_process_W,Tg_process_K,pressure_process_Pa,total_density_process_m3,electronegativity_process,residence_time_process_s,debye_length_process_m,EoverN_process_Td,ion_loss_family_process,ion_loss_area_process_m2,ion_loss_h_factor_process,ion_loss_characteristic_length_process_m,ambipolar_loss_rate_process_s,warning_high_electronegativity_process,warning_ion_ion_afterglow_process,warning_pressure_deviation_process,warning_debye_ratio_process,ion_flux_wafer_m2_s,mean_ion_energy_wafer_eV,ied_width_wafer_eV,ied_collisionality_wafer,angle_spread_wafer_deg,sheath_voltage_wafer_V,sheath_thickness_wafer_m,ion_flux_wafer_Ar_plus_m2_s,mean_ion_energy_wafer_Ar_plus_eV,ied_width_wafer_Ar_plus_eV,charge_fraction_wafer_Ar_plus,site_fill_wafer,occupied_site_fraction_wafer,free_site_fraction_wafer,warning_site_overfill_wafer,warning_site_depletion_wafer,radical_incident_flux_wafer_m2_s,halogen_atom_flux_wafer_m2_s,carbon_atom_flux_wafer_m2_s,oxygen_atom_flux_wafer_m2_s,radical_to_ion_flux_ratio_wafer,halogen_to_C_radical_flux_ratio_wafer,F_to_C_radical_flux_ratio_wafer,etch_deposition_balance_wafer,net_flux_wafer_F_m2_s,net_flux_wafer_CF3_m2_s,net_flux_wafer_F2_m2_s,net_total_flux_wafer_m2_s,site_fill_grounded_wall,occupied_site_fraction_grounded_wall,free_site_fraction_grounded_wall,warning_site_overfill_grounded_wall,warning_site_depletion_grounded_wall,radical_incident_flux_grounded_wall_m2_s,halogen_atom_flux_grounded_wall_m2_s,carbon_atom_flux_grounded_wall_m2_s,oxygen_atom_flux_grounded_wall_m2_s,radical_to_ion_flux_ratio_grounded_wall,halogen_to_C_radical_flux_ratio_grounded_wall,F_to_C_radical_flux_ratio_grounded_wall,etch_deposition_balance_grounded_wall,net_flux_grounded_wall_F_m2_s,net_total_flux_grounded_wall_m2_s,site_fill_source_wall,occupied_site_fraction_source_wall,free_site_fraction_source_wall,warning_site_overfill_source_wall,warning_site_depletion_source_wall,radical_incident_flux_source_wall_m2_s,halogen_atom_flux_source_wall_m2_s,carbon_atom_flux_source_wall_m2_s,oxygen_atom_flux_source_wall_m2_s,radical_to_ion_flux_ratio_source_wall,halogen_to_C_radical_flux_ratio_source_wall,F_to_C_radical_flux_ratio_source_wall,etch_deposition_balance_source_wall,net_flux_source_wall_F_m2_s,net_total_flux_source_wall_m2_s,film_wafer_m,film_grounded_wall_m,film_source_wall_m,incident_flux_wafer_CF3_m2_s,incident_flux_wafer_F_m2_s,incident_flux_wafer_O_m2_s,incident_flux_grounded_wall_CF3_m2_s,incident_flux_grounded_wall_F_m2_s,incident_flux_grounded_wall_O_m2_s,incident_flux_source_wall_CF3_m2_s,incident_flux_source_wall_F_m2_s,incident_flux_source_wall_O_m2_s
0.0,ignition,-211.12677402787466,64.76455402474936,54.00400075269785,1000000000000.0,3.0,54.00167867134404,13560000.0,300.0,0.1800055955711468,62.5,58.09565316750473,0.9295304506800757,3.111235613502524e-05,0.3,77.50154101377976,0.0023220813538099108,2000000.0,20.0,157.7259772029754,0.0013663139000329178,1243.8741942316758,115432.34729561194,-211.1267740278747,64.76455402474936,217.09249506343605,5.965721035561374,8.000000004694206,340.0,1000000000000.0,3.0,37.801175069940825,350.0,8.000000004832271,1.6555361189519816e+21,0.0,0.5,0.012875965235341126,77.50154101377976,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,1,1000000000000.0,3.0,16.20282568275702,340.0,8.000000004694206,1.7042283577152753e+21,0.0,0.2,0.012875965235341126,50.376001658956845,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,1,1642001652684139.0,0.32864665515247843,3.461829378930498,173.05983233149854,33.0,217.09249506343605,0.33849108610363743,1642001652684139.0,0.32864665515247843,3.461829378930498,1.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11552426.320988523,0.8074774963093553,-0.004078257722343852,-11552425.517589284,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7694459315577429,0.7694459315577429,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.613586261622842,15.613586261622842,0.0,0.0,0.0,,,,,,,,,
5.025125628140703e-09,ignition,-208.4025784788646,108.67602744352368,54.00416476773564,1090001800026.123,39.936905743957304,54.00201447285034,13560000.0,300.0,0.18000671490950113,62.5,58.09583379686659,0.9295333407498655,3.7336085851647294e-05,0.3,322.56310404017086,0.002150294885301888,2000000.0,20.0,155.69081890986908,0.001331990127162045,1211.9815546412826,116879.5818984817,-208.4025784788646,108.67602744352368,214.29132305908752,5.888744580222903,7.999989412619183,339.99955544340867,1200043090483.44,98.02523596306553,37.80141013099524,349.9993665236883,7.999985445245035,1.6555361023699622e+21,0.001137861365633951,0.5,0.06718768785987764,322.56310404017086,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,1,1053321369873.684,17.877003511232022,16.2027546367404,339.99955544340867,7.999989412619183,1.7042283296125283e+21,0.0017477944458818232,0.2,0.030625704172459176,209.66601762611106,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,1,4222029082711515.0,0.3239532310813136,3.4148579226669282,173.18676199173368,33.0,214.29132305908752,0.3387393558763127,4222029082711515.0,0.3239532310813136,3.4148579226669282,1.0,1.0,2.5568795292666422e-17,1.0,0,0,4715850492919.407,6861413217449.626,1398632459011.078,651702193491.9365,0.0011169630527250525,4.9058015014903065,4.9058015014903065,5462780758438.548,39312439789.62578,13986324590.110779,-0.004078257722343852,53298764379.732475,1.0,8.443332078140719e-18,1.0,0,0,4715850492919.407,6861413217449.626,1398632459011.078,651702193491.9365,0.0,4.9058015014903065,4.9058015014903065,5462780758438.548,13327579202.081963,13327579202.081963,1.0,5.796044824186986e-16,0.9999999999999994,0,0,13727432722702.938,21647014632080.113,4412534690494.838,905487471612.5006,0.0,4.905800441345094,4.905800441345094,17234479941585.275,840941056059.5594,840941056059.5594,1.5949192639025532e-27,0.0,0.0,1398632459011.078,2665515840416.3926,651702193491.9365,1398632459011.078,2665515840416.3926,651702193491.9365,4412534690494.838,8409410560595.6,905487471612.5006
1.0050251256281407e-08,ignition,-202.38142821372003,137.43146441706898,54.00460402581378,1263751659444.1108,65.21338188791913,54.0025211309963,13560000.0,300.0,0.18000840376998767,62.5,58.096106329833056,0.9295377012773289,4.672646462012132e-05,0.3,396.94848631103974,0.0020828948174777275,2000000.0,20.0,151.1926124941802,0.0013499512835483012,1142.960303640767,111992.7372001741,-202.38142821372003,137.43146441706898,208.10003566680476,5.718607453084748,7.999978820673008,339.9991108879484,1501870265744.7908,153.27138330718833,37.80176479169741,349.9987330496531,7.99997088583615,1.6555360858140233e+21,0.001866275801626512,0.5,0.07509888637793236,396.94848631103974,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,1,1184378790677.2175,27.9922678790322,16.202839234116365,339.9991108879484,7.999978820673008,1.7042283015314871e+21,0.003208549666158273,0.2,0.036140395427257985,258.01651610217584,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,1,5940494894573987.0,0.3461668136872314,3.472711553541749,164.69835117052935,33.0,208.10003566680476,0.3221367133783756,5940494894573987.0,0.3461668136872314,3.472711553541749,1.0,1.0,1.622182517983857e-16,0.9999999999999999,0,0,14628123684417.336,22046802731517.61,4494026701257.914,1569374355415.5566,0.002462441925129601,4.9058014553733145,4.9058014553733145,17552776030259.695,126342633113.70686,44940267012.57914,-0.004078257722343852,171282900126.28192,1.0,5.355106867704649e-17,1.0,0,0,14628123684417.336,22046802731517.61,4494026701257.914,1569374355415.5566,0.0,4.9058014553733145,4.9058014553733145,17552776030259.695,42823613138.71933,42823613138.71933,1.0,2.99210546965271e-15,0.999999999999997,0,0,33889582628220.04,53699233379498.89,10946072333410.537,2082493915542.219,0.0,4.905799244135588,4.905799244135588,42753161046088.35,2086101637926.7222,2086101637926.7222,1.0115631087093459e-26,0.0,0.0,4494026701257.914,8564722627743.865,1569374355415.5566,4494026701257.914,8564722627743.865,1569374355415.5566,10946072333410.537,20861016379267.28,2082493915542.219
1.5075376884422108e-08,ignition,-194.82385069012346,152.0650523090911,54.00523884352212,1504180380097.8855,79.75905408484044,54.0031547535302,13560000.0,300.0,0.18001051584510067,62.5,58.09644715553299,0.9295431544885279,5.8469999398406214e-05,0.3,429.7290531404852,0.002084089991923733,2000000.0,20.0,145.546591018765,0.001402720661382936,1059.1905078591824,103754.80416241416,-194.82385069012346,152.0650523090911,200.32890683301554,5.505056142892071,7.999968228835576,339.99866633370635,1879335808152.3857,181.5208501958512,37.802208327471135,349.99809957808395,7.999956326583109,1.6555360692786108e+21,0.0024485799671188245,0.5,0.07306009493728097,429.7290531404852,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,1,1379128570746.3855,33.53552052170473,16.203030516050983,339.99866633370635,7.999968228835576,1.7042282734674316e+21,0.004233479982898226,0.2,0.03665804635634795,279.32388454131535,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,1,7571296326435255.0,0.38848110586105705,3.599016364210069,151.9054466570297,33.0,200.32890683301554,0.2971148271273193,7571296326435255.0,0.38848110586105705,3.599016364210069,1.0,1.0,4.814955261649625e-16,0.9999999999999996,0,0,28604022364448.113,43776590064428.47,8923432975282.334,2674298250584.309,0.003777955733231163,4.905801409131265,4.905801409131265,34853157089146.133,250879940590.21466,89234329752.8233,-0.004078257722343852,340114270343.0339,1.0,1.589388715130998e-16,0.9999999999999999,0,0,28604022364448.113,43776590064428.47,8923432975282.334,2674298250584.309,0.0,4.905801409131265,4.905801409131265,34853157089146.133,85031455692.90735,85031455692.90735,1.0,7.742726083457614e-15,0.9999999999999922,0,0,59120594027750.5,93809542708624.47,19122177498651.746,3555406316429.5146,0.0,4.9057981349267745,4.9057981349267745,74687365209972.72,3644301021266.895,3644301021266.895,3.002306137487575e-26,0.0,0.0,8923432975282.334,17006291138581.473,2674298250584.309,8923432975282.334,17006291138581.473,2674298250584.309,19122177498651.746,36443010212669.234,3555406316429.5146
2.0100502512562813e-08,ignition,-186.8003066064878,156.38177599951877,54.0060772387006,1811720679433.847,86.21297470198023,54.003947378835164,13560000.0,300.0,0.18001315792945055,62.5,58.09687350604331,0.929549976096693,7.316049004674087e-05,0.3,440.5925645831936,0.002129859865428757,2000000.0,20.0,139.55246101299178,0.0014789483700502495,973.7444687391295,94354.22693678302,-186.8003066064878,156.38177599951877,192.07864481680167,5.278338210313896,7.999957637103595,339.9982217807529,2351528035792.4854,191.40955399965947,37.802763165184615,349.9974661092001,7.99994176751638,1.6555360527689921e+21,0.0029140687999467682,0.5,0.06706962733962446,440.5925645831936,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,1,1631784893980.9678,35.680843414246624,16.20331407351598,339.9982217807529,7.999957637103595,1.704228245419308e+21,0.004968865392681196,0.2,0.0347620411760855,286.38516697907585,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,1,9240456495985158.0,0.44762929428313236,3.7685803995805602,137.81624667666577,33.0,192.07864481680167,0.26955749041067656,9240456495985158.0,0.44762929428313236,3.7685803995805602,1.0,1.0,1.0452046163417268e-15,0.999999999999999,0,0,46386731894786.64,71571835486875.64,14589224101401.143,3993344610713.291,0.005019961071722051,4.905801363350222,4.905801363350222,56982611385474.5,410179470210.84106,145892241014.01126,-0.004078257722343852,556071711224.8483,1.0,3.4500659167061805e-16,0.9999999999999997,0,0,46386731894786.64,71571835486875.64,14589224101401.143,3993344610713.291,0.0,4.905801363350222,4.905801363350222,56982611385474.5,139020815913.36102,139020815913.36102,1.0,1.5419099051170536e-14,0.9999999999999846,0,0,90691710089612.33,143998868347923.53,29352797278412.64,5398436298514.073,0.0,4.905797119848156,4.905797119848156,114646071069510.89,5594047651268.476,5594047651268.476,6.517067964893935e-26,0.0,0.0,14589224101401.143,27804163182672.21,3993344610713.291,14589224101401.143,27804163182672.21,3993344610713.291,29352797278412.64,55940476512685.62,5398436298514.073
2.5125628140703518e-08,ignition,-178.93681973715292,154.29838864915436,54.007142858558694,2189152851301.235,87.2588935836577,54.00493910042969,13560000.0,300.0,0.18001646366809895,62.5,58.097406945378,0.9295585111260479,9.1541030669137e-05,0.3,438.173911949187,0.002203758129012535,2000000.0,20.0,133.6779045698338,0.001570497799415624,893.4891085090799,85113.48412742767,-178.93681973715292,154.29838864915436,183.99296268471412,5.056142947561204,7.999947045475972,339.9977772291513,2942335389700.299,189.18522725520583,37.80345737030078,349.99683264327615,7.999927208674006,1.655536036291742e+21,0.0032861180357825403,0.5,0.05960966633638448,438.173911949187,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,1,1938092005168.2144,35.67870408036185,16.203685488257918,339.9977772291513,7.999947045475972,1.704228217386566e+21,0.005551740509998253,0.2,0.03189602101834652,284.8130427669716,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,1,1.097468056725577e+16,0.5213151281814223,3.962786856753711,124.1919521029369,33.0,183.99296268471412,0.24290947037086633,1.097468056725577e+16,0.5213151281814223,3.962786856753711,1.0,1.0,1.9114376182688082e-15,0.9999999999999981,0,0,67840238321587.4,105145679919822.19,21432926673018.61,5560411747802.428,0.006181522815706965,4.905801317940752,4.905801317940752,83712753246803.58,602597178856.5486,214329266730.18567,-0.004078257722343852,816926445586.7302,1.0,6.309283703138267e-16,0.9999999999999993,0,0,67840238321587.4,105145679919822.19,21432926673018.61,5560411747802.428,0.0,4.905801317940752,4.905801317940752,83712753246803.58,204234499503.83163,204234499503.83163,1.0,2.6756561806404665e-14,0.9999999999999732,0,0,130195288990854.48,206798620275103.3,42153936275058.766,7704541265868.69,0.0,4.905796197197839,4.905796197197839,164644684000044.56,8033681144992.489,8033681144992.489,1.1918042245059753e-25,0.0,0.0,21432926673018.61,40846899900766.36,5560411747802.428,21432926673018.61,40846899900766.36,5560411747802.428,42153936275058.766,80336811449927.03,7704541265868.69
3.0150753768844216e-08,ignition,-171.51637450587725,148.60613983409195,54.00847584298117,2642328831852.039,84.9043228477525,54.006180082803446,13560000.0,300.0,0.1800206002760115,62.5,58.09807445324858,0.9295691912519772,0.00011454137126802342,0.3,427.2753657637025,0.0022957601777230125,2000000.0,20.0,128.13433019006524,0.0016722944714211735,820.9203286628331,76617.4725960843,-171.51637450587725,148.60613983409195,176.3628410331299,4.846466527252677,7.999936453954811,339.99733267896573,3681648202660.7964,179.32361605571458,37.80432605796241,349.9961991806554,7.999912650103577,1.6555360198550851e+21,0.0035833980078128344,0.5,0.05188200703680536,427.2753657637025,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,1,2295889041582.454,34.43460431466543,16.204149785018757,339.99733267896573,7.999936453954811,1.7042281893693327e+21,0.006072718530843641,0.2,0.028789973753927636,277.72898774640663,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,1,1.2772073412046876e+16,0.6081437196095907,4.169796792149337,111.77658654879167,33.0,176.3628410331299,0.21862601742738802,1.2772073412046876e+16,0.6081437196095907,4.169796792149337,1.0,1.0,3.1369799914000174e-15,0.9999999999999969,0,0,92991458580557.25,144471070248643.47,29449026205429.016,7418440742771.809,0.007280842787267872,4.905801273048879,4.905801273048879,115022044043214.45,827978018164.2445,294490262054.2892,-0.004078257722343852,1122468280218.5295,1.0,1.0354475161834668e-15,0.999999999999999,0,0,92991458580557.25,144471070248643.47,29449026205429.016,7418440742771.809,0.0,4.905801273048879,4.905801273048879,115022044043214.45,280619958161.78186,280619958161.78186,1.0,4.267466084809184e-14,0.9999999999999574,0,0,179624002288351.72,285376596180493.25,58171320862083.516,10590047832025.518,0.0,4.9057953636136835,4.9057953636136835,227205275318409.75,11086263359423.797,11086263359423.797,1.9559284429971078e-25,0.0,0.0,29449026205429.016,56123991632356.43,7418440742771.809,29449026205429.016,56123991632356.43,7418440742771.809,58171320862083.516,110862633594242.69,10590047832025.518
3.517587939698492e-08,ignition,-164.67382452231112,141.2100812091688,54.010131805788546,3178176600634.2446,80.55764715152368,54.00773314674532,13560000.0,300.0,0.18002577715581775,62.5,58.098909814828566,0.929582557037257,0.00014332583441798198,0.3,410.8837173755887,0.002398659043222647,2000000.0,20.0,123.0224826392867,0.0017803884601278932,756.7265617366799,69094.53074329693,-164.67382452231112,141.2100812091688,169.3269439737995,4.653119451488373,7.999925862540431,339.9968881302659,4606900243496.657,164.98857880272587,37.805413202721724,349.99556572176806,7.999898091864712,1.6555360034693248e+21,0.0038208473428757556,0.5,0.04448787939686758,410.8837173755887,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,1,2701935386346.774,32.57168845094895,16.20471860306682,339.9968881302659,7.999925862540431,1.7042281613673263e+21,0.006585708823860299,0.2,0.025810821331948966,267.0744162941327,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,1,1.4618676572356418e+16,0.7065359906258319,4.3807093966827555,100.83767431776235,33.0,169.3269439737995,0.19723038773724377,1.4618676572356418e+16,0.7065359906258319,4.3807093966827555,1.0,1.0,4.777945189087573e-15,0.9999999999999952,0,0,121769267258229.97,189369896522080.06,38601216744505.78,9601804225161.488,0.008329705268156275,4.905801228377952,4.905801228377952,150768679777574.28,1085301205897.5999,386012167445.05597,-0.004078257722343852,1471313373342.6519,1.0,1.5770854218792467e-15,0.9999999999999984,0,0,121769267258229.97,189369896522080.06,38601216744505.78,9601804225161.488,0.0,4.905801228377952,4.905801228377952,150768679777574.28,367831231442.8129,367831231442.8129,1.0,6.43242230331705e-14,0.9999999999999357,0,0,241473136130373.22,383699612235577.75,78213549967682.05,14200623830159.545,0.0,4.905794614796579,4.905794614796579,305486062267895.7,14905896233252.203,14905896233252.203,2.979065804987875e-25,0.0,0.0,38601216744505.78,73566246288562.7,9601804225161.488,38601216744505.78,73566246288562.7,9601804225161.488,78213549967682.05,149058962332531.62,14200623830159.545
4.0201005025125626e-08,ignition,-158.44994316496624,133.28156472940395,54.012184326597634,3805349924688.84,75.13141764428126,54.00967699545407,13560000.0,300.0,0.18003225665151357,62.5,58.0999553546806,0.9295992856748897,0.00017935310828056053,0.3,390.97291483717675,0.00250733114356395,2000000.0,20.0,118.37282238846036,0.0018917722153839202,700.6062540104991,62568.52764658374,-158.44994316496624,133.28156472940395,162.92719700155422,4.47725383658797,7.999915271231708,339.9964435831324,5764992802564.391,148.3790494672795,37.806773896817845,349.9949322671528,7.999883534032135,1.6555359871473762e+21,0.004010424160320454,0.5,0.037714302110972424,390.97291483717675,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,1,3152135632063.656,30.476817339956135,16.205410429779786,339.9964435831324,7.999915271231708,1.7042281333799038e+21,0.007118870208284998,0.2,0.02311540600976357,254.1323946441649,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,1,1.6496912273288432e+16,0.8147740059792005,4.589181959125094,91.3742653976509,33.0,162.92719700155422,0.1787207232958756,1.6496912273288432e+16,0.8147740059792005,4.589181959125094,1.0,1.0,6.88759789838415e-15,0.9999999999999931,0,0,154016753749311.44,239534370491355.7,48826758673121.22,12135900604198.191,0.009336095821925003,4.905801183628797,4.905801183628797,190707611818234.47,1372802750280.0278,488267586731.20886,-0.004078257722343852,1861070337011.2327,1.0,2.2734232278017484e-15,0.9999999999999978,0,0,154016753749311.44,239534370491355.7,48826758673121.22,12135900604198.191,0.0,4.905801183628797,4.905801183628797,190707611818234.47,465270472359.9592,465270472359.9592,1.0,9.314614918073907e-14,0.9999999999999069,0,0,318868461950210.1,506736782225101.6,103293531652602.92,18718743030314.293,0.0,4.905793945833512,4.905793945833512,403443250572498.7,19685618726727.46,19685618726727.46,4.294426553771325e-25,0.0,0.0,48826758673121.22,93054094471992.05,12135900604198.191,48826758673121.22,93054094471992.05,12135900604198.191,103293531652602.92,196856187267292.9,18718743030314.293
4.522613065326633e-08,ignition,-152.81488397225675,125.41330440650492,54.014728934333355,4536232478890.898,69.16142367027756,54.01211013729143,13560000.0,300.0,0.18004036712430477,62.5,58.10126404460332,0.9296202247136531,0.00022444895128619565,0.3,368.894199672645,0.002618797041927863,2000000.0,20.0,114.16305211247742,0.0020046582594758443,651.6601233818116,56945.15615397763,-152.81488397225675,125.41330440650493,157.13291029581438,4.318026323557613,7.999904680029336,339.99599903766165,7214635052287.7295,130.99113696836366,37.808477096104,349.99429881748375,7.9998689766994255,1.6555359709054176e+21,0.004161695665421512,0.5,0.0316761900664642,368.894199672645,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,1,3643431621091.9556,28.350190083887313,16.206251838229356,339.99599903766165,7.999904680029336,1.70422810540673e+21,0.0076840400963267335,0.2,0.020736805012122335,239.78122978721927,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,1,1.8390840307853756e+16,0.9315300074453486,4.791721936014367,83.23202464383527,33.0,157.13291029581438,0.16279515709541942,1.8390840307853756e+16,0.9315300074453486,4.791721936014367,1.0,1.0,9.516912316780915e-15,0.9999999999999905,0,0,189650190905847.8,294776095566278.8,60087249202995.16,15048593745559.318,0.010312209106881225,4.905801138781124,4.905801138781124,234688846363283.66,1689402914687.308,600872492029.9459,-0.004078257722343852,2290275406717.25,1.0,3.141285982203662e-15,0.9999999999999969,0,0,189650190905847.8,294776095566278.8,60087249202995.16,15048593745559.318,0.0,4.905801138781124,4.905801138781124,234688846363283.66,572571739786.465,572571739786.465,1.0,1.3094292169693556e-13,0.9999999999998691,0,0,415721826678322.7,660706862921674.1,134678902185405.11,24372768127458.74,0.0,4.905793351449471,4.905793351449471,526027960736269.0,25667015636542.523,25667015636542.523,5.933792705051973e-25,0.0,0.0,60087249202995.16,114514347957293.34,15048593745559.318,60087249202995.16,114514347957293.34,15048593745559.318,134678902185405.11,256670156365458.8,24372768127458.74
