energy_eV,sigma_m2
1.00000000e-03,0.00000000e+00
1.05239807e-03,0.00000000e+00
1.10754169e-03,0.00000000e+00
1.16557474e-03,0.00000000e+00
1.22664860e-03,0.00000000e+00
1.29092262e-03,0.00000000e+00
1.35856447e-03,0.00000000e+00
1.42975062e-03,0.00000000e+00
1.50466679e-03,0.00000000e+00
1.58350842e-03,0.00000000e+00
1.66648120e-03,0.00000000e+00
1.75380159e-03,0.00000000e+00
1.84569741e-03,0.00000000e+00
1.94240838e-03,0.00000000e+00
2.04418683e-03,0.00000000e+00
2.15129827e-03,0.00000000e+00
2.26402214e-03,0.00000000e+00
2.38265252e-03,0.00000000e+00
2.50749891e-03,0.00000000e+00
2.63888701e-03,0.00000000e+00
2.77715958e-03,0.00000000e+00
2.92267738e-03,0.00000000e+00
3.07582003e-03,0.00000000e+00
3.23698705e-03,0.00000000e+00
3.40659891e-03,0.00000000e+00
3.58509811e-03,0.00000000e+00
3.77295033e-03,0.00000000e+00
3.97064563e-03,0.00000000e+00
4.17869979e-03,0.00000000e+00
4.39765558e-03,0.00000000e+00
4.62808423e-03,0.00000000e+00
4.87058690e-03,0.00000000e+00
5.12579624e-03,0.00000000e+00
5.39437806e-03,0.00000000e+00
5.67703304e-03,0.00000000e+00
5.97449860e-03,0.00000000e+00
6.28755078e-03,0.00000000e+00
6.61700629e-03,0.00000000e+00
6.96372463e-03,0.00000000e+00
7.32861034e-03,0.00000000e+00
7.71261536e-03,0.00000000e+00
8.11674150e-03,0.00000000e+00
8.54204306e-03,0.00000000e+00
8.98962961e-03,0.00000000e+00
9.46066883e-03,0.00000000e+00
9.95638959e-03,0.00000000e+00
1.04780852e-02,0.00000000e+00
1.10271166e-02,0.00000000e+00
1.16049162e-02,0.00000000e+00
1.22129913e-02,0.00000000e+00
1.28529285e-02,0.00000000e+00
1.35263971e-02,0.00000000e+00
1.42351542e-02,0.00000000e+00
1.49810487e-02,0.00000000e+00
1.57660267e-02,0.00000000e+00
1.65921361e-02,0.00000000e+00
1.74615319e-02,0.00000000e+00
1.83764824e-02,0.00000000e+00
1.93393746e-02,0.00000000e+00
2.03527205e-02,0.00000000e+00
2.14191637e-02,0.00000000e+00
2.25414864e-02,0.00000000e+00
2.37226168e-02,0.00000000e+00
2.49656360e-02,0.00000000e+00
2.62737871e-02,0.00000000e+00
2.76504828e-02,0.00000000e+00
2.90993146e-02,0.00000000e+00
3.06240625e-02,0.00000000e+00
3.22287042e-02,0.00000000e+00
3.39174260e-02,0.00000000e+00
3.56946335e-02,0.00000000e+00
3.75649633e-02,0.00000000e+00
3.95332948e-02,0.00000000e+00
4.16047631e-02,0.00000000e+00
4.37847722e-02,0.00000000e+00
4.60790097e-02,0.00000000e+00
4.84934607e-02,0.00000000e+00
5.10344243e-02,0.00000000e+00
5.37085295e-02,0.00000000e+00
5.65227527e-02,0.00000000e+00
5.94844357e-02,0.00000000e+00
6.26013051e-02,0.00000000e+00
6.58814925e-02,0.00000000e+00
6.93335554e-02,0.00000000e+00
7.29664997e-02,0.00000000e+00
7.67898033e-02,0.00000000e+00
8.08134405e-02,0.00000000e+00
8.50479086e-02,0.00000000e+00
8.95042547e-02,0.00000000e+00
9.41941046e-02,0.00000000e+00
9.91296937e-02,0.00000000e+00
1.04323898e-01,0.00000000e+00
1.09790269e-01,0.00000000e+00
1.15543067e-01,0.00000000e+00
1.21597300e-01,0.00000000e+00
1.27968763e-01,0.00000000e+00
1.34674079e-01,0.00000000e+00
1.41730741e-01,0.00000000e+00
1.49157158e-01,0.00000000e+00
1.56972704e-01,0.00000000e+00
1.65197771e-01,0.00000000e+00
1.73853815e-01,0.00000000e+00
1.82963418e-01,0.00000000e+00
1.92550348e-01,0.00000000e+00
2.02639614e-01,0.00000000e+00
2.13257538e-01,0.00000000e+00
2.24431821e-01,0.00000000e+00
2.36191615e-01,0.00000000e+00
2.48567599e-01,0.00000000e+00
2.61592060e-01,0.00000000e+00
2.75298979e-01,0.00000000e+00
2.89724113e-01,0.00000000e+00
3.04905097e-01,0.00000000e+00
3.20881535e-01,0.00000000e+00
3.37695107e-01,0.00000000e+00
3.55389678e-01,0.00000000e+00
3.74011410e-01,0.00000000e+00
3.93608885e-01,0.00000000e+00
4.14233230e-01,0.00000000e+00
4.35938250e-01,0.00000000e+00
4.58780572e-01,0.00000000e+00
4.82819787e-01,0.00000000e+00
5.08118611e-01,0.00000000e+00
5.34743044e-01,0.00000000e+00
5.62762546e-01,0.00000000e+00
5.92250216e-01,0.00000000e+00
6.23282983e-01,0.00000000e+00
6.55941806e-01,0.00000000e+00
6.90311889e-01,0.00000000e+00
7.26482898e-01,0.00000000e+00
7.64549198e-01,0.00000000e+00
8.04610098e-01,0.00000000e+00
8.46770112e-01,0.00000000e+00
8.91139229e-01,0.00000000e+00
9.37833203e-01,0.00000000e+00
9.86973850e-01,0.00000000e+00
1.03868937e+00,0.00000000e+00
1.09311469e+00,0.00000000e+00
1.15039178e+00,0.00000000e+00
1.21067009e+00,0.00000000e+00
1.27410686e+00,0.00000000e+00
1.34086760e+00,0.00000000e+00
1.41112647e+00,0.00000000e+00
1.48506677e+00,0.00000000e+00
1.56288140e+00,0.00000000e+00
1.64477336e+00,0.00000000e+00
1.73095631e+00,0.00000000e+00
1.82165507e+00,0.00000000e+00
1.91710628e+00,0.00000000e+00
2.01755894e+00,0.00000000e+00
2.12327513e+00,0.00000000e+00
2.23453065e+00,0.00000000e+00
2.35161573e+00,0.00000000e+00
2.47483585e+00,0.00000000e+00
2.60451247e+00,0.00000000e+00
2.74098389e+00,0.00000000e+00
2.88460615e+00,0.00000000e+00
3.03575393e+00,0.00000000e+00
3.19482157e+00,0.00000000e+00
3.36222405e+00,0.00000000e+00
3.53839809e+00,0.00000000e+00
3.72380331e+00,0.00000000e+00
3.91892340e+00,0.00000000e+00
4.12426742e+00,0.00000000e+00
4.34037106e+00,0.00000000e+00
4.56779811e+00,0.00000000e+00
4.80714191e+00,0.00000000e+00
5.05902685e+00,0.00000000e+00
5.32411008e+00,0.00000000e+00
5.60308316e+00,0.00000000e+00
5.89667389e+00,0.00000000e+00
6.20564820e+00,2.09349836e-21
6.53081217e+00,3.87751064e-21
6.87301411e+00,5.35803135e-21
7.23314676e+00,6.70657876e-21
7.61214967e+00,7.98279385e-21
8.01101160e+00,9.21639130e-21
8.43077313e+00,1.04249819e-20
8.87252935e+00,1.16201929e-20
9.33743274e+00,1.28103079e-20
9.82669616e+00,1.38919659e-20
1.03415961e+01,1.38612747e-20
1.08834757e+01,1.37533296e-20
1.14537488e+01,1.35827825e-20
1.20539031e+01,1.33617363e-20
1.26855043e+01,1.31002622e-20
1.33502002e+01,1.28067864e-20
1.40497249e+01,1.24883859e-20
1.47859033e+01,1.21510201e-20
1.55606561e+01,1.17997145e-20
1.63760044e+01,1.14387094e-20
1.72340754e+01,1.10715806e-20
1.81371076e+01,1.07013403e-20
1.90874570e+01,1.03305191e-20
2.00876029e+01,9.96123689e-21
2.11401544e+01,9.59526078e-21
2.22478577e+01,9.23405557e-21
2.34136024e+01,8.87882614e-21
2.46404299e+01,8.53055384e-21
2.59315408e+01,8.19002780e-21
2.72903034e+01,7.85787186e-21
2.87202626e+01,7.53456780e-21
3.02251488e+01,7.22047546e-21
3.18088882e+01,6.91585016e-21
3.34756125e+01,6.62085782e-21
3.52296699e+01,6.33558812e-21
3.70756365e+01,6.06006589e-21
3.90183282e+01,5.79426106e-21
4.10628132e+01,5.53809727e-21
4.32144252e+01,5.29145946e-21
4.54787776e+01,5.05420033e-21
4.78617776e+01,4.82614608e-21
5.03696423e+01,4.60710132e-21
5.30089142e+01,4.39685339e-21
5.57864788e+01,4.19517605e-21
5.87095825e+01,4.00183270e-21
6.17858511e+01,3.81657918e-21
6.50233103e+01,3.63916613e-21
6.84304061e+01,3.46934110e-21
7.20160271e+01,3.30685025e-21
7.57895278e+01,3.15143989e-21
7.97607525e+01,3.00285776e-21
8.39400618e+01,2.86085407e-21
8.83383588e+01,2.72518247e-21
9.29671181e+01,2.59560071e-21
9.78384154e+01,2.47187134e-21
1.02964959e+02,2.35376216e-21
1.08360124e+02,2.24104666e-21
1.14037985e+02,2.13350427e-21
1.20013355e+02,2.03092067e-21
1.26301823e+02,1.93308791e-21
1.32919794e+02,1.83980453e-21
1.39884535e+02,1.75087564e-21
1.47214214e+02,1.66611291e-21
1.54927954e+02,1.58533460e-21
1.63045880e+02,1.50836546e-21
1.71589169e+02,1.43503670e-21
1.80580109e+02,1.36518586e-21
1.90042158e+02,1.29865674e-21
2.00000000e+02,1.23529923e-21
